ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
Carrier Routing Error - Instrument 6 Gate,10065,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Instrument 6 Gate,10065,THRESHOLDS_DAYS,2
Carrier Routing Error - Instrument 6 Gate,10065,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Instrument 7 Gate,10066,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Instrument 7 Gate,10066,IHN_LEVEL3_DESC,Carrier Routing Error - Instrument 7 Gate
Carrier Routing Error - Instrument 7 Gate,10066,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Instrument 7 Gate,10066,ERROR_COUNT,20
Carrier Routing Error - Instrument 7 Gate,10066,ERROR_CODE_REG_EXPR,Carrier Routing Error - Instrument 7 Gate
Carrier Routing Error - Instrument 7 Gate,10066,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Instrument 7 Gate,10066,THRESHOLDS_DAYS,2
Carrier Routing Error - Instrument 7 Gate,10066,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Instrument 8 Gate,10067,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Instrument 8 Gate,10067,IHN_LEVEL3_DESC,Carrier Routing Error - Instrument 8 Gate
Carrier Routing Error - Instrument 8 Gate,10067,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Instrument 8 Gate,10067,ERROR_COUNT,20
Carrier Routing Error - Instrument 8 Gate,10067,ERROR_CODE_REG_EXPR,Carrier Routing Error - Instrument 8 Gate
Carrier Routing Error - Instrument 8 Gate,10067,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Instrument 8 Gate,10067,THRESHOLDS_DAYS,2
Carrier Routing Error - Instrument 8 Gate,10067,THRESHOLD_DATA_DAYS,
Carrier Routing Error - IOM Divert Gate,10068,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - IOM Divert Gate,10068,IHN_LEVEL3_DESC,Carrier Routing Error - IOM Divert Gate
Carrier Routing Error - IOM Divert Gate,10068,ALGORITHM_TYPE,COUNT
Carrier Routing Error - IOM Divert Gate,10068,ERROR_COUNT,20
Carrier Routing Error - IOM Divert Gate,10068,ERROR_CODE_REG_EXPR,Carrier Routing Error - IOM Divert Gate
Carrier Routing Error - IOM Divert Gate,10068,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - IOM Divert Gate,10068,THRESHOLDS_DAYS,2
Carrier Routing Error - IOM Divert Gate,10068,THRESHOLD_DATA_DAYS,
Carrier Routing Error - IOM Gate A,10069,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - IOM Gate A,10069,IHN_LEVEL3_DESC,Carrier Routing Error - IOM Gate A
Carrier Routing Error - IOM Gate A,10069,ALGORITHM_TYPE,COUNT
Carrier Routing Error - IOM Gate A,10069,ERROR_COUNT,20
Carrier Routing Error - IOM Gate A,10069,ERROR_CODE_REG_EXPR,Carrier Routing Error - IOM Gate A
Carrier Routing Error - IOM Gate A,10069,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - IOM Gate A,10069,THRESHOLDS_DAYS,2
Carrier Routing Error - IOM Gate A,10069,THRESHOLD_DATA_DAYS,
Carrier Routing Error - IOM Gate B,10070,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - IOM Gate B,10070,IHN_LEVEL3_DESC,Carrier Routing Error - IOM Gate B
Carrier Routing Error - IOM Gate B,10070,ALGORITHM_TYPE,COUNT
Carrier Routing Error - IOM Gate B,10070,ERROR_COUNT,20
Carrier Routing Error - IOM Gate B,10070,ERROR_CODE_REG_EXPR,Carrier Routing Error - IOM Gate B
Carrier Routing Error - IOM Gate B,10070,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - IOM Gate B,10070,THRESHOLDS_DAYS,2
Carrier Routing Error - IOM Gate B,10070,THRESHOLD_DATA_DAYS,
Carrier Routing Error - IOM Gate C,10071,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - IOM Gate C,10071,IHN_LEVEL3_DESC,Carrier Routing Error - IOM Gate C
Carrier Routing Error - IOM Gate C,10071,ALGORITHM_TYPE,COUNT
Carrier Routing Error - IOM Gate C,10071,ERROR_COUNT,20
Carrier Routing Error - IOM Gate C,10071,ERROR_CODE_REG_EXPR,Carrier Routing Error - IOM Gate C
Carrier Routing Error - IOM Gate C,10071,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - IOM Gate C,10071,THRESHOLDS_DAYS,2
Carrier Routing Error - IOM Gate C,10071,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Resealer Divert Gate,10072,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Resealer Divert Gate,10072,IHN_LEVEL3_DESC,Carrier Routing Error - Resealer Divert Gate
Carrier Routing Error - Resealer Divert Gate,10072,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Resealer Divert Gate,10072,ERROR_COUNT,20
Carrier Routing Error - Resealer Divert Gate,10072,ERROR_CODE_REG_EXPR,Carrier Routing Error - Resealer Divert Gate
Carrier Routing Error - Resealer Divert Gate,10072,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Resealer Divert Gate,10072,THRESHOLDS_DAYS,2
Carrier Routing Error - Resealer Divert Gate,10072,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Resealer Gate,10073,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Resealer Gate,10073,IHN_LEVEL3_DESC,Carrier Routing Error - Resealer Gate
Carrier Routing Error - Resealer Gate,10073,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Resealer Gate,10073,ERROR_COUNT,20
Carrier Routing Error - Resealer Gate,10073,ERROR_CODE_REG_EXPR,Carrier Routing Error - Resealer Gate
Carrier Routing Error - Resealer Gate,10073,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Resealer Gate,10073,THRESHOLDS_DAYS,2
Carrier Routing Error - Resealer Gate,10073,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 1,10074,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 1,10074,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 1
Carrier Routing Error - Return Gate 1,10074,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 1,10074,ERROR_COUNT,20
Carrier Routing Error - Return Gate 1,10074,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 1
Carrier Routing Error - Return Gate 1,10074,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 1,10074,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 1,10074,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 2,10075,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 2,10075,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 2
Carrier Routing Error - Return Gate 2,10075,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 2,10075,ERROR_COUNT,20
Carrier Routing Error - Return Gate 2,10075,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 2
Carrier Routing Error - Return Gate 2,10075,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 2,10075,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 2,10075,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 3,10076,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 3,10076,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 3
Carrier Routing Error - Return Gate 3,10076,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 3,10076,ERROR_COUNT,20
Carrier Routing Error - Return Gate 3,10076,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 3
Carrier Routing Error - Return Gate 3,10076,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 3,10076,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 3,10076,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 4,10077,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 4,10077,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 4
Carrier Routing Error - Return Gate 4,10077,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 4,10077,ERROR_COUNT,20
Carrier Routing Error - Return Gate 4,10077,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 4
Carrier Routing Error - Return Gate 4,10077,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 4,10077,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 4,10077,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 5,10078,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 5,10078,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 5
Carrier Routing Error - Return Gate 5,10078,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 5,10078,ERROR_COUNT,20
Carrier Routing Error - Return Gate 5,10078,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 5
Carrier Routing Error - Return Gate 5,10078,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 5,10078,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 5,10078,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 6,10079,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 6,10079,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 6
Carrier Routing Error - Return Gate 6,10079,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 6,10079,ERROR_COUNT,20
Carrier Routing Error - Return Gate 6,10079,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 6
Carrier Routing Error - Return Gate 6,10079,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 6,10079,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 6,10079,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 7,10080,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 7,10080,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 7
Carrier Routing Error - Return Gate 7,10080,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 7,10080,ERROR_COUNT,20
Carrier Routing Error - Return Gate 7,10080,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 7
Carrier Routing Error - Return Gate 7,10080,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 7,10080,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 7,10080,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Return Gate 8,10081,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Return Gate 8,10081,IHN_LEVEL3_DESC,Carrier Routing Error - Return Gate 8
Carrier Routing Error - Return Gate 8,10081,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Return Gate 8,10081,ERROR_COUNT,20
Carrier Routing Error - Return Gate 8,10081,ERROR_CODE_REG_EXPR,Carrier Routing Error - Return Gate 8
Carrier Routing Error - Return Gate 8,10081,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Return Gate 8,10081,THRESHOLDS_DAYS,2
Carrier Routing Error - Return Gate 8,10081,THRESHOLD_DATA_DAYS,
Carrier Routing Error - RIM Divert,10082,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - RIM Divert,10082,IHN_LEVEL3_DESC,Carrier Routing Error - RIM Divert
Carrier Routing Error - RIM Divert,10082,ALGORITHM_TYPE,COUNT
Carrier Routing Error - RIM Divert,10082,ERROR_COUNT,20
Carrier Routing Error - RIM Divert,10082,ERROR_CODE_REG_EXPR,Carrier Routing Error - RIM Divert
Carrier Routing Error - RIM Divert,10082,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - RIM Divert,10082,THRESHOLDS_DAYS,2
Carrier Routing Error - RIM Divert,10082,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 1,10083,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 1,10083,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 1
Carrier Routing Error - Sampling Gate 1,10083,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 1,10083,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 1,10083,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 1
Carrier Routing Error - Sampling Gate 1,10083,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 1,10083,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 1,10083,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 2,10084,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 2,10084,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 2
Carrier Routing Error - Sampling Gate 2,10084,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 2,10084,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 2,10084,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 2
Carrier Routing Error - Sampling Gate 2,10084,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 2,10084,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 2,10084,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 3,10085,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 3,10085,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 3
Carrier Routing Error - Sampling Gate 3,10085,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 3,10085,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 3,10085,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 3
Carrier Routing Error - Sampling Gate 3,10085,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 3,10085,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 3,10085,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 4,10086,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 4,10086,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 4
Carrier Routing Error - Sampling Gate 4,10086,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 4,10086,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 4,10086,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 4
Carrier Routing Error - Sampling Gate 4,10086,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 4,10086,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 4,10086,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 5,10087,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 5,10087,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 5
Carrier Routing Error - Sampling Gate 5,10087,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 5,10087,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 5,10087,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 5
Carrier Routing Error - Sampling Gate 5,10087,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 5,10087,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 5,10087,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 6,10088,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 6,10088,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 6
Carrier Routing Error - Sampling Gate 6,10088,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 6,10088,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 6,10088,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 6
Carrier Routing Error - Sampling Gate 6,10088,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 6,10088,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 6,10088,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 7,10089,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 7,10089,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 7
Carrier Routing Error - Sampling Gate 7,10089,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 7,10089,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 7,10089,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 7
Carrier Routing Error - Sampling Gate 7,10089,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 7,10089,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 7,10089,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Sampling Gate 8,10090,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Sampling Gate 8,10090,IHN_LEVEL3_DESC,Carrier Routing Error - Sampling Gate 8
Carrier Routing Error - Sampling Gate 8,10090,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Sampling Gate 8,10090,ERROR_COUNT,20
Carrier Routing Error - Sampling Gate 8,10090,ERROR_CODE_REG_EXPR,Carrier Routing Error - Sampling Gate 8
Carrier Routing Error - Sampling Gate 8,10090,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Sampling Gate 8,10090,THRESHOLDS_DAYS,2
Carrier Routing Error - Sampling Gate 8,10090,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Storage Gate A,10091,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Storage Gate A,10091,IHN_LEVEL3_DESC,Carrier Routing Error - Storage Gate A
Carrier Routing Error - Storage Gate A,10091,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Storage Gate A,10091,ERROR_COUNT,20
Carrier Routing Error - Storage Gate A,10091,ERROR_CODE_REG_EXPR,Carrier Routing Error - Storage Gate A
Carrier Routing Error - Storage Gate A,10091,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Storage Gate A,10091,THRESHOLDS_DAYS,2
Carrier Routing Error - Storage Gate A,10091,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Storage Gate B,10092,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Storage Gate B,10092,IHN_LEVEL3_DESC,Carrier Routing Error - Storage Gate B
Carrier Routing Error - Storage Gate B,10092,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Storage Gate B,10092,ERROR_COUNT,20
Carrier Routing Error - Storage Gate B,10092,ERROR_CODE_REG_EXPR,Carrier Routing Error - Storage Gate B
Carrier Routing Error - Storage Gate B,10092,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Storage Gate B,10092,THRESHOLDS_DAYS,2
Carrier Routing Error - Storage Gate B,10092,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Storage Gate C,10093,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Storage Gate C,10093,IHN_LEVEL3_DESC,Carrier Routing Error - Storage Gate C
Carrier Routing Error - Storage Gate C,10093,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Storage Gate C,10093,ERROR_COUNT,20
Carrier Routing Error - Storage Gate C,10093,ERROR_CODE_REG_EXPR,Carrier Routing Error - Storage Gate C
Carrier Routing Error - Storage Gate C,10093,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Storage Gate C,10093,THRESHOLDS_DAYS,2
Carrier Routing Error - Storage Gate C,10093,THRESHOLD_DATA_DAYS,
Carrier Routing Error - Storage Gate D,10094,THRESHOLD_TYPE,CONSECUTIVE
Carrier Routing Error - Storage Gate D,10094,IHN_LEVEL3_DESC,Carrier Routing Error - Storage Gate D
Carrier Routing Error - Storage Gate D,10094,ALGORITHM_TYPE,COUNT
Carrier Routing Error - Storage Gate D,10094,ERROR_COUNT,20
Carrier Routing Error - Storage Gate D,10094,ERROR_CODE_REG_EXPR,Carrier Routing Error - Storage Gate D
Carrier Routing Error - Storage Gate D,10094,THRESHOLD_DESCRIPTION,20/day - 2 consecutive days
Carrier Routing Error - Storage Gate D,10094,THRESHOLDS_DAYS,2
Carrier Routing Error - Storage Gate D,10094,THRESHOLD_DATA_DAYS,
Centrifuge 2 Temperature Error,10095,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge 2 Temperature Error,10095,IHN_LEVEL3_DESC,Centrifuge 2 Temperature Error
Centrifuge 2 Temperature Error,10095,ALGORITHM_TYPE,COUNT
Centrifuge 2 Temperature Error,10095,ERROR_COUNT,2
Centrifuge 2 Temperature Error,10095,ERROR_CODE_REG_EXPR,Centrifuge 2 Temperature Error
Centrifuge 2 Temperature Error,10095,THRESHOLD_DESCRIPTION,2/day - 2 consecutive days
Centrifuge 2 Temperature Error,10095,THRESHOLDS_DAYS,2
Centrifuge 2 Temperature Error,10095,THRESHOLD_DATA_DAYS,
Centrifuge 2: Error 28: Total Timeout Expired,10096,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge 2: Error 28: Total Timeout Expired,10096,IHN_LEVEL3_DESC,Centrifuge 2: Error 28: Total Timeout Expired
Centrifuge 2: Error 28: Total Timeout Expired,10096,ALGORITHM_TYPE,COUNT
Centrifuge 2: Error 28: Total Timeout Expired,10096,ERROR_COUNT,4
Centrifuge 2: Error 28: Total Timeout Expired,10096,ERROR_CODE_REG_EXPR,Centrifuge 2: Error 28: Total Timeout Expired
Centrifuge 2: Error 28: Total Timeout Expired,10096,THRESHOLD_DESCRIPTION,4/day - 2 consecutive days
Centrifuge 2: Error 28: Total Timeout Expired,10096,THRESHOLDS_DAYS,2
Centrifuge 2: Error 28: Total Timeout Expired,10096,THRESHOLD_DATA_DAYS,
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,IHN_LEVEL3_DESC,Centrifuge Robot 2: Error 21: Moving Fault - Axis 1
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,ALGORITHM_TYPE,COUNT
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,ERROR_COUNT,4
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,ERROR_CODE_REG_EXPR,Centrifuge Robot 2: Error 21: Moving Fault - Axis 1
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,THRESHOLD_DESCRIPTION,4/day - 2 consecutive days
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,THRESHOLDS_DAYS,2
Centrifuge Robot 2: Error 21: Moving Fault - Axis 1,10097,THRESHOLD_DATA_DAYS,
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,IHN_LEVEL3_DESC,Centrifuge Robot 2: Error 22: Moving Fault - Axis 2
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,ALGORITHM_TYPE,COUNT
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,ERROR_COUNT,4
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,ERROR_CODE_REG_EXPR,Centrifuge Robot 2: Error 22: Moving Fault - Axis 2
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,THRESHOLD_DESCRIPTION,4/day - 2 consecutive days
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,THRESHOLDS_DAYS,2
Centrifuge Robot 2: Error 22: Moving Fault - Axis 2,10098,THRESHOLD_DATA_DAYS,
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,IHN_LEVEL3_DESC,Centrifuge Robot 2: Error 23: Moving Fault - Axis 3
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,ALGORITHM_TYPE,COUNT
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,ERROR_COUNT,4
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,ERROR_CODE_REG_EXPR,Centrifuge Robot 2: Error 23: Moving Fault - Axis 3
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,THRESHOLD_DESCRIPTION,4/day - 2 consecutive days
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,THRESHOLDS_DAYS,2
Centrifuge Robot 2: Error 23: Moving Fault - Axis 3,10099,THRESHOLD_DATA_DAYS,
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,IHN_LEVEL3_DESC,Centrifuge Robot 2: Error 34: Axis 1 Homing Fault
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,ALGORITHM_TYPE,COUNT
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,ERROR_COUNT,4
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,ERROR_CODE_REG_EXPR,Centrifuge Robot 2: Error 34: Axis 1 Homing Fault
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,THRESHOLD_DESCRIPTION,4/day - 2 consecutive days
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,THRESHOLDS_DAYS,2
Centrifuge Robot 2: Error 34: Axis 1 Homing Fault,10100,THRESHOLD_DATA_DAYS,
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,IHN_LEVEL3_DESC,Centrifuge Robot 2: Error 35: Axis 2 Homing Fault
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,ALGORITHM_TYPE,COUNT
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,ERROR_COUNT,4
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,ERROR_CODE_REG_EXPR,Centrifuge Robot 2: Error 35: Axis 2 Homing Fault
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,THRESHOLD_DESCRIPTION,4/day - 2 consecutive days
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,THRESHOLDS_DAYS,2
Centrifuge Robot 2: Error 35: Axis 2 Homing Fault,10101,THRESHOLD_DATA_DAYS,
Centrifuge Robot 2: Error 36: Axis 3 Homing Fault,10102,THRESHOLD_TYPE,CONSECUTIVE
Centrifuge Robot 2: Error 36: Axis 3 Homing Fault,10102,IHN_LEVEL3_DESC,Centrifuge Robot 2: Error 36: Axis 3 Homing Fault
Centrifuge Robot 2: Error 36: Axis 3 Homing Fault,10102,ALGORITHM_TYPE,COUNT
