ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
# Moving Fault - Axis X CM 0692,156,THRESHOLD_DATA_DAYS,2
# Tube Disposal Failure SRM 0ED6,157,MODULE,SRM
# Tube Disposal Failure SRM 0ED6,157,ERROR_CODE_VALUE,0ED6
# Tube Disposal Failure SRM 0ED6,157,IHN_LEVEL3_DESC,Tube Disposal Failure SRM 0ED6
# Tube Disposal Failure SRM 0ED6,157,ALGORITHM_TYPE,ERROR_COUNT
# Tube Disposal Failure SRM 0ED6,157,ERROR_COUNT,2
# Tube Disposal Failure SRM 0ED6,157,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Disposal Failure SRM 0ED6,157,THRESHOLDS_DAYS,2
# Tube Disposal Failure SRM 0ED6,157,THRESHOLD_DATA_DAYS,2
# Sample Presentation Error at STAT Gate ISR 503A,158,MODULE,ISR
# Sample Presentation Error at STAT Gate ISR 503A,158,ERROR_CODE_VALUE,503A
# Sample Presentation Error at STAT Gate ISR 503A,158,IHN_LEVEL3_DESC,Sample Presentation Error at STAT Gate ISR 503A
# Sample Presentation Error at STAT Gate ISR 503A,158,ALGORITHM_TYPE,ERROR_COUNT
# Sample Presentation Error at STAT Gate ISR 503A,158,ERROR_COUNT,1
# Sample Presentation Error at STAT Gate ISR 503A,158,THRESHOLD_DESCRIPTION,1/day
# Sample Presentation Error at STAT Gate ISR 503A,158,THRESHOLDS_DAYS,1
# Sample Presentation Error at STAT Gate ISR 503A,158,THRESHOLD_DATA_DAYS,1
# Head Down Failure SM 9011,159,MODULE,SM
# Head Down Failure SM 9011,159,ERROR_CODE_VALUE,9011
# Head Down Failure SM 9011,159,IHN_LEVEL3_DESC,Head Down Failure SM 9011
# Head Down Failure SM 9011,159,ALGORITHM_TYPE,ERROR_COUNT
# Head Down Failure SM 9011,159,ERROR_COUNT,2
# Head Down Failure SM 9011,159,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Head Down Failure SM 9011,159,THRESHOLDS_DAYS,2
# Head Down Failure SM 9011,159,THRESHOLD_DATA_DAYS,2
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,MODULE,ROM
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,ERROR_CODE_VALUE,0D22
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,IHN_LEVEL3_DESC,Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,ALGORITHM_TYPE,ERROR_COUNT
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,ERROR_COUNT,1
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,THRESHOLD_DESCRIPTION,1/day
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,THRESHOLDS_DAYS,1
# Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22,160,THRESHOLD_DATA_DAYS,1
# Tube Drop Failure SRM 0FFA,161,MODULE,SRM
# Tube Drop Failure SRM 0FFA,161,ERROR_CODE_VALUE,0FFA
# Tube Drop Failure SRM 0FFA,161,IHN_LEVEL3_DESC,Tube Drop Failure SRM 0FFA
# Tube Drop Failure SRM 0FFA,161,ALGORITHM_TYPE,ERROR_COUNT
# Tube Drop Failure SRM 0FFA,161,ERROR_COUNT,2
# Tube Drop Failure SRM 0FFA,161,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Drop Failure SRM 0FFA,161,THRESHOLDS_DAYS,2
# Tube Drop Failure SRM 0FFA,161,THRESHOLD_DATA_DAYS,2
# Carrier Runaway from Unload Gate SRM 0ED7,162,MODULE,SRM
# Carrier Runaway from Unload Gate SRM 0ED7,162,ERROR_CODE_VALUE,0ED7
# Carrier Runaway from Unload Gate SRM 0ED7,162,IHN_LEVEL3_DESC,Carrier Runaway from Unload Gate SRM 0ED7
# Carrier Runaway from Unload Gate SRM 0ED7,162,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway from Unload Gate SRM 0ED7,162,ERROR_COUNT,10
# Carrier Runaway from Unload Gate SRM 0ED7,162,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway from Unload Gate SRM 0ED7,162,THRESHOLDS_DAYS,2
# Carrier Runaway from Unload Gate SRM 0ED7,162,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis X SRM 0E92,163,MODULE,SRM
# Moving Fault - Axis X SRM 0E92,163,ERROR_CODE_VALUE,0E92
# Moving Fault - Axis X SRM 0E92,163,IHN_LEVEL3_DESC,Moving Fault - Axis X SRM 0E92
# Moving Fault - Axis X SRM 0E92,163,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis X SRM 0E92,163,ERROR_COUNT,2
# Moving Fault - Axis X SRM 0E92,163,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis X SRM 0E92,163,THRESHOLDS_DAYS,2
# Moving Fault - Axis X SRM 0E92,163,THRESHOLD_DATA_DAYS,2
# Sample Queue Error At Routine Gate ISR 508F,164,MODULE,ISR
# Sample Queue Error At Routine Gate ISR 508F,164,ERROR_CODE_VALUE,508F
# Sample Queue Error At Routine Gate ISR 508F,164,IHN_LEVEL3_DESC,Sample Queue Error At Routine Gate ISR 508F
# Sample Queue Error At Routine Gate ISR 508F,164,ALGORITHM_TYPE,ERROR_COUNT
# Sample Queue Error At Routine Gate ISR 508F,164,ERROR_COUNT,1
# Sample Queue Error At Routine Gate ISR 508F,164,THRESHOLD_DESCRIPTION,1/day
# Sample Queue Error At Routine Gate ISR 508F,164,THRESHOLDS_DAYS,1
# Sample Queue Error At Routine Gate ISR 508F,164,THRESHOLD_DATA_DAYS,1
# Pass Error - Divert Gate SRM 0E20,165,MODULE,ISR
# Pass Error - Divert Gate SRM 0E20,165,ERROR_CODE_VALUE,0E20
# Pass Error - Divert Gate SRM 0E20,165,IHN_LEVEL3_DESC,Pass Error - Divert Gate SRM 0E20
# Pass Error - Divert Gate SRM 0E20,165,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Divert Gate SRM 0E20,165,ERROR_COUNT,5
# Pass Error - Divert Gate SRM 0E20,165,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Divert Gate SRM 0E20,165,THRESHOLDS_DAYS,2
# Pass Error - Divert Gate SRM 0E20,165,THRESHOLD_DATA_DAYS,2
# Head Up Failure SM 9090,166,MODULE,SM
# Head Up Failure SM 9090,166,ERROR_CODE_VALUE,9090
# Head Up Failure SM 9090,166,IHN_LEVEL3_DESC,Head Up Failure SM 9090
# Head Up Failure SM 9090,166,ALGORITHM_TYPE,ERROR_COUNT
# Head Up Failure SM 9090,166,ERROR_COUNT,1
# Head Up Failure SM 9090,166,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Head Up Failure SM 9090,166,THRESHOLDS_DAYS,2
# Head Up Failure SM 9090,166,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis Y IOM 0491,167,MODULE,IOM
# Moving Fault - Axis Y IOM 0491,167,ERROR_CODE_VALUE,0491
# Moving Fault - Axis Y IOM 0491,167,IHN_LEVEL3_DESC,Moving Fault - Axis Y IOM 0491
# Moving Fault - Axis Y IOM 0491,167,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis Y IOM 0491,167,ERROR_COUNT,2
# Moving Fault - Axis Y IOM 0491,167,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis Y IOM 0491,167,THRESHOLDS_DAYS,2
# Moving Fault - Axis Y IOM 0491,167,THRESHOLD_DATA_DAYS,2
# Carrier Runaway From Load Gate SRM 0FF8,168,MODULE,SRM
# Carrier Runaway From Load Gate SRM 0FF8,168,ERROR_CODE_VALUE,0FF8
# Carrier Runaway From Load Gate SRM 0FF8,168,IHN_LEVEL3_DESC,Carrier Runaway From Load Gate SRM 0FF8
# Carrier Runaway From Load Gate SRM 0FF8,168,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway From Load Gate SRM 0FF8,168,ERROR_COUNT,10
# Carrier Runaway From Load Gate SRM 0FF8,168,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway From Load Gate SRM 0FF8,168,THRESHOLDS_DAYS,2
# Carrier Runaway From Load Gate SRM 0FF8,168,THRESHOLD_DATA_DAYS,2
# Sample Queue Error at STAT Gate ISR 508A,169,MODULE,ISR
# Sample Queue Error at STAT Gate ISR 508A,169,ERROR_CODE_VALUE,508A
# Sample Queue Error at STAT Gate ISR 508A,169,IHN_LEVEL3_DESC,Sample Queue Error at STAT Gate ISR 508A
# Sample Queue Error at STAT Gate ISR 508A,169,ALGORITHM_TYPE,ERROR_COUNT
# Sample Queue Error at STAT Gate ISR 508A,169,ERROR_COUNT,1
# Sample Queue Error at STAT Gate ISR 508A,169,THRESHOLD_DESCRIPTION,1/day
# Sample Queue Error at STAT Gate ISR 508A,169,THRESHOLDS_DAYS,1
# Sample Queue Error at STAT Gate ISR 508A,169,THRESHOLD_DATA_DAYS,1
# Pass Error - Unload Gate SRM 0E21,170,MODULE,SRM
# Pass Error - Unload Gate SRM 0E21,170,ERROR_CODE_VALUE,0E21
# Pass Error - Unload Gate SRM 0E21,170,IHN_LEVEL3_DESC,Pass Error - Unload Gate SRM 0E21
# Pass Error - Unload Gate SRM 0E21,170,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Unload Gate SRM 0E21,170,ERROR_COUNT,10
# Pass Error - Unload Gate SRM 0E21,170,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Unload Gate SRM 0E21,170,THRESHOLDS_DAYS,2
# Pass Error - Unload Gate SRM 0E21,170,THRESHOLD_DATA_DAYS,2
# Head Rotation To Foil Pick Position Error SM 908C,171,MODULE,SM
# Head Rotation To Foil Pick Position Error SM 908C,171,ERROR_CODE_VALUE,908C
# Head Rotation To Foil Pick Position Error SM 908C,171,IHN_LEVEL3_DESC,Head Rotation To Foil Pick Position Error SM 908C
# Head Rotation To Foil Pick Position Error SM 908C,171,ALGORITHM_TYPE,ERROR_COUNT
# Head Rotation To Foil Pick Position Error SM 908C,171,ERROR_COUNT,1
# Head Rotation To Foil Pick Position Error SM 908C,171,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Head Rotation To Foil Pick Position Error SM 908C,171,THRESHOLDS_DAYS,2
# Head Rotation To Foil Pick Position Error SM 908C,171,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis Y CM 0691,172,MODULE,CM
# Moving Fault - Axis Y CM 0691,172,ERROR_CODE_VALUE,0691
# Moving Fault - Axis Y CM 0691,172,IHN_LEVEL3_DESC,Moving Fault - Axis Y CM 0691
# Moving Fault - Axis Y CM 0691,172,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis Y CM 0691,172,ERROR_COUNT,2
# Moving Fault - Axis Y CM 0691,172,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis Y CM 0691,172,THRESHOLDS_DAYS,2
# Moving Fault - Axis Y CM 0691,172,THRESHOLD_DATA_DAYS,2
# Pass Error - Load Gate SRM 0E22,173,MODULE,SRM
# Pass Error - Load Gate SRM 0E22,173,ERROR_CODE_VALUE,0E22
# Pass Error - Load Gate SRM 0E22,173,IHN_LEVEL3_DESC,Pass Error - Load Gate SRM 0E22
# Pass Error - Load Gate SRM 0E22,173,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Load Gate SRM 0E22,173,ERROR_COUNT,5
# Pass Error - Load Gate SRM 0E22,173,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Load Gate SRM 0E22,173,THRESHOLDS_DAYS,2
# Pass Error - Load Gate SRM 0E22,173,THRESHOLD_DATA_DAYS,2
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,MODULE,IOM
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,ERROR_CODE_VALUE,2AFF
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,IHN_LEVEL3_DESC,Carrier Runaway At Load Gate During Identification IOM 2AFF
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,ERROR_COUNT,10
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,THRESHOLDS_DAYS,2
# Carrier Runaway At Load Gate During Identification IOM 2AFF,174,THRESHOLD_DATA_DAYS,2
# Sample Presentation Error and Level Sense Error ISR 5089,175,MODULE,ISR
# Sample Presentation Error and Level Sense Error ISR 5089,175,ERROR_CODE_VALUE,5089
# Sample Presentation Error and Level Sense Error ISR 5089,175,IHN_LEVEL3_DESC,Sample Presentation Error and Level Sense Error ISR 5089
# Sample Presentation Error and Level Sense Error ISR 5089,175,ALGORITHM_TYPE,ERROR_COUNT
# Sample Presentation Error and Level Sense Error ISR 5089,175,ERROR_COUNT,1
# Sample Presentation Error and Level Sense Error ISR 5089,175,THRESHOLD_DESCRIPTION,1/day
# Sample Presentation Error and Level Sense Error ISR 5089,175,THRESHOLDS_DAYS,1
# Sample Presentation Error and Level Sense Error ISR 5089,175,THRESHOLD_DATA_DAYS,1
# Head Rotation To Seal Position Error SM 908B,176,MODULE,SM
# Head Rotation To Seal Position Error SM 908B,176,ERROR_CODE_VALUE,908B
# Head Rotation To Seal Position Error SM 908B,176,IHN_LEVEL3_DESC,Head Rotation To Seal Position Error SM 908B
# Head Rotation To Seal Position Error SM 908B,176,ALGORITHM_TYPE,ERROR_COUNT
# Head Rotation To Seal Position Error SM 908B,176,ERROR_COUNT,1
# Head Rotation To Seal Position Error SM 908B,176,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Head Rotation To Seal Position Error SM 908B,176,THRESHOLDS_DAYS,1
# Head Rotation To Seal Position Error SM 908B,176,THRESHOLD_DATA_DAYS,1
# Pass Error - Barcode Reader Gate SRM 0E23,177,MODULE,SRM
# Pass Error - Barcode Reader Gate SRM 0E23,177,ERROR_CODE_VALUE,0E23
# Pass Error - Barcode Reader Gate SRM 0E23,177,IHN_LEVEL3_DESC,Pass Error - Barcode Reader Gate SRM 0E23
# Pass Error - Barcode Reader Gate SRM 0E23,177,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Barcode Reader Gate SRM 0E23,177,ERROR_COUNT,5
# Pass Error - Barcode Reader Gate SRM 0E23,177,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Barcode Reader Gate SRM 0E23,177,THRESHOLDS_DAYS,2
# Pass Error - Barcode Reader Gate SRM 0E23,177,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis Y RIM 0B97,178,MODULE,RIM
# Moving Fault - Axis Y RIM 0B97,178,ERROR_CODE_VALUE,0B97
# Moving Fault - Axis Y RIM 0B97,178,IHN_LEVEL3_DESC,Moving Fault - Axis Y RIM 0B97
# Moving Fault - Axis Y RIM 0B97,178,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis Y RIM 0B97,178,ERROR_COUNT,2
# Moving Fault - Axis Y RIM 0B97,178,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis Y RIM 0B97,178,THRESHOLDS_DAYS,2
# Moving Fault - Axis Y RIM 0B97,178,THRESHOLD_DATA_DAYS,2
# Sample Presentation Error and Level Sense Error C16 7087,179,MODULE,C16
# Sample Presentation Error and Level Sense Error C16 7087,179,ERROR_CODE_VALUE,7087
# Sample Presentation Error and Level Sense Error C16 7087,179,IHN_LEVEL3_DESC,Sample Presentation Error and Level Sense Error C16 7087
# Sample Presentation Error and Level Sense Error C16 7087,179,ALGORITHM_TYPE,ERROR_COUNT
# Sample Presentation Error and Level Sense Error C16 7087,179,ERROR_COUNT,1
# Sample Presentation Error and Level Sense Error C16 7087,179,THRESHOLD_DESCRIPTION,1/day
# Sample Presentation Error and Level Sense Error C16 7087,179,THRESHOLDS_DAYS,1
# Sample Presentation Error and Level Sense Error C16 7087,179,THRESHOLD_DATA_DAYS,1
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,MODULE,IOM
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,ERROR_CODE_VALUE,0453
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,IHN_LEVEL3_DESC,Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,ALGORITHM_TYPE,ERROR_COUNT
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,ERROR_COUNT,1
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,THRESHOLD_DESCRIPTION,1/day
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,THRESHOLDS_DAYS,1
# Waiting For Run Away Ack Notification - Barcode Reader Gate IOM 0453,180,THRESHOLD_DATA_DAYS,1
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,MODULE,IOM
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,ERROR_CODE_VALUE,0476
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,IHN_LEVEL3_DESC,Sample Load Interrupted due to Carrier Runaway IOM 0476
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,ALGORITHM_TYPE,ERROR_COUNT
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,ERROR_COUNT,10
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,THRESHOLDS_DAYS,2
# Sample Load Interrupted due to Carrier Runaway IOM 0476,181,THRESHOLD_DATA_DAYS,2
# Foil Lost SM 9097,182,MODULE,SM
# Foil Lost SM 9097,182,ERROR_CODE_VALUE,9097
# Foil Lost SM 9097,182,IHN_LEVEL3_DESC,Foil Lost SM 9097
# Foil Lost SM 9097,182,ALGORITHM_TYPE,ERROR_COUNT
# Foil Lost SM 9097,182,ERROR_COUNT,2
# Foil Lost SM 9097,182,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Foil Lost SM 9097,182,THRESHOLDS_DAYS,2
# Foil Lost SM 9097,182,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis Y ROM 0D96,183,MODULE,ROM
# Moving Fault - Axis Y ROM 0D96,183,ERROR_CODE_VALUE,0D96
# Moving Fault - Axis Y ROM 0D96,183,IHN_LEVEL3_DESC,Moving Fault - Axis Y ROM 0D96
# Moving Fault - Axis Y ROM 0D96,183,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis Y ROM 0D96,183,ERROR_COUNT,2
# Moving Fault - Axis Y ROM 0D96,183,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis Y ROM 0D96,183,THRESHOLDS_DAYS,2
# Moving Fault - Axis Y ROM 0D96,183,THRESHOLD_DATA_DAYS,2
# Sample Queue Error C16 7086,184,MODULE,C16
# Sample Queue Error C16 7086,184,ERROR_CODE_VALUE,7086
# Sample Queue Error C16 7086,184,IHN_LEVEL3_DESC,Sample Queue Error C16 7086
# Sample Queue Error C16 7086,184,ALGORITHM_TYPE,ERROR_COUNT
# Sample Queue Error C16 7086,184,ERROR_COUNT,1
# Sample Queue Error C16 7086,184,THRESHOLD_DESCRIPTION,1/day
# Sample Queue Error C16 7086,184,THRESHOLDS_DAYS,1
# Sample Queue Error C16 7086,184,THRESHOLD_DATA_DAYS,1
# Moving Fault - Axis Y SRM 0E91,185,MODULE,SRM
# Moving Fault - Axis Y SRM 0E91,185,ERROR_CODE_VALUE,0E91
# Moving Fault - Axis Y SRM 0E91,185,IHN_LEVEL3_DESC,Moving Fault - Axis Y SRM 0E91
# Moving Fault - Axis Y SRM 0E91,185,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis Y SRM 0E91,185,ERROR_COUNT,2
# Moving Fault - Axis Y SRM 0E91,185,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis Y SRM 0E91,185,THRESHOLDS_DAYS,2
# Moving Fault - Axis Y SRM 0E91,185,THRESHOLD_DATA_DAYS,2
Head Down Failure DCM 1006,186,MODULE,DCM
Head Down Failure DCM 1006,186,ERROR_CODE_VALUE,1006
Head Down Failure DCM 1006,186,IHN_LEVEL3_DESC,Head Down Failure DCM 1006
Head Down Failure DCM 1006,186,ALGORITHM_TYPE,ERROR_COUNT
Head Down Failure DCM 1006,186,ERROR_COUNT,4
Head Down Failure DCM 1006,186,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
Head Down Failure DCM 1006,186,THRESHOLDS_DAYS,2
Head Down Failure DCM 1006,186,THRESHOLD_DATA_DAYS,2
# Sample Queue Error On Carrier Not In List C16 7088,187,MODULE,C16
# Sample Queue Error On Carrier Not In List C16 7088,187,ERROR_CODE_VALUE,7088
# Sample Queue Error On Carrier Not In List C16 7088,187,IHN_LEVEL3_DESC,Sample Queue Error On Carrier Not In List C16 7088
# Sample Queue Error On Carrier Not In List C16 7088,187,ALGORITHM_TYPE,ERROR_COUNT
# Sample Queue Error On Carrier Not In List C16 7088,187,ERROR_COUNT,1
# Sample Queue Error On Carrier Not In List C16 7088,187,THRESHOLD_DESCRIPTION,1/day
# Sample Queue Error On Carrier Not In List C16 7088,187,THRESHOLDS_DAYS,1
# Sample Queue Error On Carrier Not In List C16 7088,187,THRESHOLD_DATA_DAYS,1
# Automated Refrigerator Barrier Failure SRM 0F8C,188,MODULE,SRM
# Automated Refrigerator Barrier Failure SRM 0F8C,188,ERROR_CODE_VALUE,0F8C
# Automated Refrigerator Barrier Failure SRM 0F8C,188,IHN_LEVEL3_DESC,Automated Refrigerator Barrier Failure SRM 0F8C
# Automated Refrigerator Barrier Failure SRM 0F8C,188,ALGORITHM_TYPE,ERROR_COUNT
# Automated Refrigerator Barrier Failure SRM 0F8C,188,ERROR_COUNT,1
# Automated Refrigerator Barrier Failure SRM 0F8C,188,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Automated Refrigerator Barrier Failure SRM 0F8C,188,THRESHOLDS_DAYS,2
# Automated Refrigerator Barrier Failure SRM 0F8C,188,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axes X and Y IOM 0493,189,MODULE,IOM
# Moving Fault - Axes X and Y IOM 0493,189,ERROR_CODE_VALUE,0493
# Moving Fault - Axes X and Y IOM 0493,189,IHN_LEVEL3_DESC,Moving Fault - Axes X and Y IOM 0493
# Moving Fault - Axes X and Y IOM 0493,189,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axes X and Y IOM 0493,189,ERROR_COUNT,2
# Moving Fault - Axes X and Y IOM 0493,189,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axes X and Y IOM 0493,189,THRESHOLDS_DAYS,2
# Moving Fault - Axes X and Y IOM 0493,189,THRESHOLD_DATA_DAYS,2
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,MODULE,ISR
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,ERROR_CODE_VALUE,5090
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,IHN_LEVEL3_DESC,Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,ALGORITHM_TYPE,ERROR_COUNT
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,ERROR_COUNT,1
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,THRESHOLD_DESCRIPTION,1/day
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,THRESHOLDS_DAYS,1
# Sample Queue Error On Carrier Not In List At Routine Gate ISR 5090,190,THRESHOLD_DATA_DAYS,1
# Head Up Failure DCM 108A,191,MODULE,DCM
# Head Up Failure DCM 108A,191,ERROR_CODE_VALUE,108A
# Head Up Failure DCM 108A,191,IHN_LEVEL3_DESC,Head Up Failure DCM 108A
# Head Up Failure DCM 108A,191,ALGORITHM_TYPE,ERROR_COUNT
# Head Up Failure DCM 108A,191,ERROR_COUNT,1
# Head Up Failure DCM 108A,191,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Head Up Failure DCM 108A,191,THRESHOLDS_DAYS,2
# Head Up Failure DCM 108A,191,THRESHOLD_DATA_DAYS,2
# I/O Barrier Failure SRM 0F8D,192,MODULE,SRM
# I/O Barrier Failure SRM 0F8D,192,ERROR_CODE_VALUE,0F8D
# I/O Barrier Failure SRM 0F8D,192,IHN_LEVEL3_DESC,I/O Barrier Failure SRM 0F8D
# I/O Barrier Failure SRM 0F8D,192,ALGORITHM_TYPE,ERROR_COUNT
# I/O Barrier Failure SRM 0F8D,192,ERROR_COUNT,1
# I/O Barrier Failure SRM 0F8D,192,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# I/O Barrier Failure SRM 0F8D,192,THRESHOLDS_DAYS,2
# I/O Barrier Failure SRM 0F8D,192,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axes X and Y CM 0693,193,MODULE,CM
# Moving Fault - Axes X and Y CM 0693,193,ERROR_CODE_VALUE,0693
# Moving Fault - Axes X and Y CM 0693,193,IHN_LEVEL3_DESC,Moving Fault - Axes X and Y CM 0693
# Moving Fault - Axes X and Y CM 0693,193,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axes X and Y CM 0693,193,ERROR_COUNT,2
# Moving Fault - Axes X and Y CM 0693,193,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axes X and Y CM 0693,193,THRESHOLDS_DAYS,2
# Moving Fault - Axes X and Y CM 0693,193,THRESHOLD_DATA_DAYS,2
# Internal Barrier Sensor Engaged SRM 0FE7,194,MODULE,SRM
# Internal Barrier Sensor Engaged SRM 0FE7,194,ERROR_CODE_VALUE,0FE7
# Internal Barrier Sensor Engaged SRM 0FE7,194,IHN_LEVEL3_DESC,Internal Barrier Sensor Engaged SRM 0FE7
# Internal Barrier Sensor Engaged SRM 0FE7,194,ALGORITHM_TYPE,ERROR_COUNT
# Internal Barrier Sensor Engaged SRM 0FE7,194,ERROR_COUNT,1
# Internal Barrier Sensor Engaged SRM 0FE7,194,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Internal Barrier Sensor Engaged SRM 0FE7,194,THRESHOLDS_DAYS,2
# Internal Barrier Sensor Engaged SRM 0FE7,194,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axes X And Y SRM 0E93,195,MODULE,SRM
# Moving Fault - Axes X And Y SRM 0E93,195,ERROR_CODE_VALUE,0E93
# Moving Fault - Axes X And Y SRM 0E93,195,IHN_LEVEL3_DESC,Moving Fault - Axes X And Y SRM 0E93
# Moving Fault - Axes X And Y SRM 0E93,195,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axes X And Y SRM 0E93,195,ERROR_COUNT,2
# Moving Fault - Axes X And Y SRM 0E93,195,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axes X And Y SRM 0E93,195,THRESHOLDS_DAYS,2
# Moving Fault - Axes X And Y SRM 0E93,195,THRESHOLD_DATA_DAYS,2
# Head Rotation To Decap Position Error DCM 1082,196,MODULE,DCM
# Head Rotation To Decap Position Error DCM 1082,196,ERROR_CODE_VALUE,1082
