SQL Statement which produced this data:
  SELECT 
      PTT.PHM_ALGORITHM_DEFINITIONS_SK,
      PTT.PHM_THRESHOLDS_SK,
      PTT.THRESHOLD_NUMBER,
      PTT.THRESHOLD_NUMBER_UNIT,
      PTT.THRESHOLD_NUMBER_DESC,
      PP.PHM_PATTERNS_SK,
      PP.PATTERN_DESCRIPTION,
      PTT.THRESHOLD_ALERT,
      PTT.THRESHOLD_TYPE, 
      PTT.THRESHOLD_DATA_DAYS
  FROM 
      svc_phm_owner.PHM_PATTERNS PP, 
      svc_phm_owner.PHM_THRESHOLDS PTT 
  WHERE 
      PP.PHM_PATTERNS_SK = PTT.PHM_PATTERNS_SK
  AND 
      PP.PHM_ALGORITHM_DEFINITIONS_SK = PTT.PHM_ALGORITHM_DEFINITIONS_SK 
  -- AND 
      -- PP.PHM_ALGORITHM_DEFINITIONS_SK in ( 1060 )
  ORDER BY 
      PTT.PHM_ALGORITHM_DEFINITIONS_SK,
      PTT.PHM_THRESHOLDS_SK;

PHM_ALGORITHM_DEFINITIONS_SK,PHM_THRESHOLDS_SK,THRESHOLD_NUMBER,THRESHOLD_NUMBER_UNIT,THRESHOLD_NUMBER_DESC,PHM_PATTERNS_SK,PATTERN_DESCRIPTION,THRESHOLD_ALERT,THRESHOLD_TYPE,THRESHOLD_DATA_DAYS
1040,81,10,"2","10/day for 2 consecutive days",83,"IOM:04E2","a3600 IOM Carrier Runaway From Load Gate","COUNT",2
1040,82,3,"2","3/day for 2 consecutive days",81,"CM:0665","a3600 CM Low Temp","COUNT",2
1040,83,10,"2","10/day for 2 consecutive days",88,"IOM:04F8","a3600 SRM Carrier Runaway from Unload Gate","COUNT",2
1040,84,10,"2","10/day for 2 consecutive days",92,"CM:06FD","a3600 SRM Carrier Runaway From Load Gate","COUNT",2
1040,85,1,"2","1/day for 2 consecutive days",82,"SM:909B","a3600 SM Heater Error","COUNT",2
1040,86,2,"2","2/day for 2 consecutive days",84,"ISR:5012","a3600 Carrier At STAT Input Gate in Incorrect Status","COUNT",2
1040,87,1,"2","1/day for 2 consecutive days",90,"SM:909C","a3600 SM Heater Temp Limit Exceeded","COUNT",2
1040,88,1,"2","1/day for 2 consecutive days",95,"SM:90A6","a3600 SM Temp Heater Sensor Error","COUNT",2
1040,89,2,"2","2/day for 2 consecutive days",85,"ISR:501E","a3600 Carrier Not Arrived BC Reader Gate from Prepare Gate","COUNT",2
1040,90,2,"2","2/day for 2 consecutive days",161,"SRM:0FFA","a3600 Tube Drop Failure","COUNT",2
1040,91,10,"2","10/day for 2 consecutive days",98,"RIM:0B02","a3600 RIM Carrier Runaway - Load Gate (0B02)","COUNT",2
1040,92,2,"2","2/day for 2 consecutive days",86,"ISR:5020","a3600 Carrier Not Arrv BC Gate from Priority Input Gate","COUNT",2
1040,93,10,"2","10/day for 2 consecutive days",104,"RIM:0BA6","a3600 RIM Carrier Runaway - Load Gate (0BA6)","COUNT",2
1040,94,5,"2","5/day for 2 consecutive days",100,"SRM:0F0A","a3600 SRM High Temp","COUNT",2
1040,95,2,"2","2/day for 2 consecutive days",87,"ISR:501F","a3600 Carrier Not Arrived BC Reader Gate from Prepare Gate","COUNT",2
1040,96,1,"2","1 SD above 30 day mean for 2 consecutive days (high volume)",105,"IOM:0405","a3600 IOM Unreadable Sample ID or Unreadable Rack ID","SD_LOW_VOLUME",30
1040,97,10,"2","10/day for 2 consecutive days",118,"RIM:0BFF","a3600 RIM Carrier Runaway Load Gate During Identification","COUNT",2
1040,98,1,"2","1SD above 30 day mean for 2 consecutive days (low volume)",110,"IOM:0405","a3600 IOM Unreadable Sample ID or Unreadable Rack ID","SD_HIGH_VOLUME",30
1040,99,1.5,"2","1.5%/day for 2 consecutive days",114,"AQM:E044","a3600 Too Many Sample ID Mismatches","PERCENT",2
1040,100,1.5,"2","1.5%/day for 2 consecutive days",126,"CM:0605","a3600 Too Many Sample ID Mismatches","PERCENT",2
1040,101,10,"2","10/day for 2 consecutive days",133,"ROM:0D1B","a3600 ROM Carrier Runaway - Divert Gate","COUNT",2
1040,102,2,"2","2/day for 2 consecutive days",89,"ISR:5013","a3600 Carrier Not Arrived at Output Gate from Return Gate","COUNT",2
1040,103,1.5,"2","1.5%/day for 2 consecutive days",130,"ISR:5015","a3600 ISR Unreadable Sample ID","PERCENT",2
1040,104,4,"2","4%/day for 2 consecutive days",138,"SRM:0E05","a3600 SRM Unreadable Sample ID","PERCENT",2
1040,105,10,"2","10/day for 2 consecutive days",139,"ROM:0D1C","a3600 ROM Carrier Runaway - Unload Gate (0D1C)","COUNT",2
1040,106,1,"2","1/day for 2 consecutive days",143,"ALL:SC05F","a3600 Too Many Sample ID Mismatches","COUNT",2
1040,107,10,"2","10/day for 2 consecutive days",147,"ROM:0DA5","a3600 ROM Carrier Runaway - Unload Gate (0DA5)","COUNT",2
1040,108,1,"1","1/day",152,"ISR:503B","a3600 ISR Sample Presentation Error At Routine Gate","COUNT",1
1040,109,2,"2","2/day for 2 consecutive days",91,"ISR:5014","a3600 Carrier Not Arrived Output Gate from STAT Input Gate","COUNT",2
1040,110,1,"1","1/day",158,"ISR:503A","a3600 ISR Sample Presentation Error at STAT Gate","COUNT",1
1040,111,1,"1","1/day",164,"ISR:508F","a3600 ISR Sample Queue Error at STAT Gate","COUNT",1
1040,112,10,"2","10/day for 2 consecutive days",153,"SRM:0E76","a3600 SRM Sample Load Interrupted due to Carrier Runaway","COUNT",2
1040,113,2,"2","2/day for 2 consecutive days",94,"ISR:5022","a3600 Carrier Not Released on Track from Return Gate","COUNT",2
1040,114,1,"1","1/day",169,"ISR:508A","a3600 ISR Sample Queue Error At Routine Gate","COUNT",1
1040,115,2,"2","2/day for 2 consecutive days",99,"ISR:5023","a3600 Carrier Not Released on Track from STAT Input Gate","COUNT",2
1040,116,10,"2","10/day for 2 consecutive days",162,"SRM:0ED7","a3600 SRM Carrier Runaway from Unload Gate","COUNT",2
1040,117,2,"2","2/day for 2 consecutive days",102,"ISR:5003","a3600 Carrier Run Away from Barcode Reader Gate","COUNT",2
1040,118,2,"2","2/day for 2 consecutive days",107,"ISR:5001","a3600 Carrier Run Away from Divert Gate","COUNT",2
1040,119,2,"2","2/day for 2 consecutive days",108,"SRM:0EB6","a3600 SRM Gripper Open Fault During Sample Tube Picking","COUNT",2
1040,120,10,"2","10/day for 2 consecutive days",168,"SRM:0FF8","a3600 SRM Carrier Runaway From Load Gate","COUNT",2
1040,121,2,"2","2/day for 2 consecutive days",112,"ISR:5007","a3600 Carrier Run Away from Output Gate","COUNT",2
1040,122,10,"2","10/day for 2 consecutive days",174,"IOM:2AFF","a3600 IOM Carrier Runaway Load Gate During Identification","COUNT",2
1040,123,2,"2","2/day for 2 consecutive days",116,"IOM:04B8","a3600 IOM Gripper Open Fault During Sample Tube Placing","COUNT",2
1040,124,1,"1","1/day",180,"IOM:0453","a3600 SRM Waiting For Run Away Ack Notification - BC Gate","COUNT",1
1040,125,2,"2","2/day for 2 consecutive days",117,"ISR:5002","a3600 Carrier Run Away from Prepare Gate","COUNT",2
1040,126,2,"2","2/day for 2 consecutive days",122,"SRM:0EB8","a3600 SRM Gripper Open Fault During Sample Tube Placing","COUNT",2
1040,127,2,"2","2/day for 2 consecutive days",121,"ISR:5009","a3600 Carrier Run Away from Priority Input Gate","COUNT",2
1040,128,1,"1","1/day",197,"CM:0653","a3600 CM Waiting For Run Away Ack Notification - Load Gate","COUNT",1
1040,129,10,"2","10/day for 2 consecutive days",202,"CM:0675","a3600 CM Empty Carrier Run Away (0675)","COUNT",2
1040,130,2,"2","2/day for 2 consecutive days",125,"ISR:5006","a3600 Carrier Run Away from Return Gate","COUNT",2
1040,131,1,"1","1/day",128,"ISR:5005","a3600 Carrier Run Away from Routine Gate","COUNT",1
1040,132,10,"2","10/day for 2 consecutive days",208,"CM:06D5","a3600 CM Empty Carrier Run Away (06D5)","COUNT",2
1040,133,2,"2","2/day for 2 consecutive days",132,"ROM:0DA1","a3600 ROM Gripper Open Fault During Sample Tube Unloading","COUNT",2
1040,134,2,"2","2/day for 2 consecutive days",134,"ISR:5008","a3600 Carrier Run Away from Routine Input Gate","COUNT",2
1040,135,10,"2","10/day for 2 consecutive days",213,"SRM:0E53","a3600 SRM Waiting For Run Away Ack Notification - BC Gate","COUNT",2
1040,136,2,"2","2/day for 2 consecutive days",137,"CM:06D4","a3600 CM Sample Tube Lost","COUNT",2
1040,137,1,"1","1/day",140,"ISR:5004","a3600 Carrier Run Away from STAT Gate","COUNT",1
1040,138,2,"2","2/day for 2 consecutive days",235,"ISR:5010","a3600 Carrier At Output Gate in Incorrect Status","COUNT",2
1040,139,2,"2","2/day for 2 consecutive days",144,"SRM:0ED4","a3600 SRM Sample Tube Lost","COUNT",2
1040,140,10,"2","10/day for 2 consecutive days",222,"SRM:0ED5","a3600 SRM Empty Carrier Run Away","COUNT",2
1040,142,2,"2","2/day for 2 consecutive days",149,"CM:06B6","a3600 CM Tube Gripper Open Fault During Sample Tube Pick","COUNT",2
1040,143,1,"2","1/day for 2 consecutive days",145,"SRM:0F82","a3600 SRM Rack In failure","COUNT",2
1040,144,10,"2","10/day for 2 consecutive days",228,"IOM:8018","a3600 IOM Carrier Run Away","COUNT",2
1040,145,2,"2","2/day for 2 consecutive days",241,"ISR:500F","a3600 Carrier At Return Gate in Incorrect Status","COUNT",2
1040,146,2,"2","2/day for 2 consecutive days",155,"CM:06B8","a3600 CM Tube Gripper Open Fault During Sample Tube Place","COUNT",2
1040,147,1,"2","1 error for 2 consecutive days",232,"SRM:1E8B","a3600 SRM Conveyor Move Error","COUNT",2
1040,148,1,"2","1/day for 2 consecutive days",151,"SRM:0F83","a3600 SRM Rack out Failure","COUNT",2
1040,149,2,"2","2/day for 2 consecutive days",242,"ISR:500E","a3600 Carrier At Routine Gate in Incorrect Status","COUNT",2
1040,150,2,"2","2/day for 2 consecutive days",159,"SM:9011","a3600 Head Down Failure","COUNT",2
1040,151,2,"2","2/day for 2 consecutive days",245,"ISR:5011","a3600 Carrier At Routine Input Gate in Incorrect Status","COUNT",2
1040,152,2,"2","2/day for 2 consecutive days",157,"SRM:0ED6","a3600 SRM Tube Disposal Failure","COUNT",2
1040,153,1,"2","1/day for 2 consecutive days",166,"SM:9090","a3600 Head Up Failure","COUNT",2
1040,154,2,"2","2/day for 2 consecutive days",248,"ISR:500D","a3600 Carrier At STAT Gate in Incorrect Status","COUNT",2
1040,155,1,"2","1/day for 2 consecutive days",171,"SM:908C","a3600 Head Rotation To Foil Pick Position Error","COUNT",2
1040,156,2,"2","2/day for 2 consecutive days",227,"ISR:500A","a3600 Carrier At Divert Gate in Incorrect Status","COUNT",2
1040,157,1,"2","1/day for 2 consecutive days",176,"SM:908B","a3600 Head Rotation To Seal Position Error","COUNT",2
1040,158,2,"2","2/day for 2 consecutive days",223,"ISR:500C","a3600 Carrier At Barcode Reader Gate in Incorrect Status","COUNT",2
1040,159,1,"2","1/day for 2 consecutive days",188,"SRM:0F8C","a3600 SRM Automated Refrigerator Barrier Failure","COUNT",2
1040,160,2,"2","2/day for 2 consecutive days",182,"SM:9097","a3600 Foil Lost","COUNT",2
1040,161,2,"2","2/day for 2 consecutive days",186,"DCM:1006","a3600 DCM Head Down Failure","COUNT",2
1040,162,2,"2","2/day for 2 consecutive days",218,"ISR:504E","a3600 Automation Carrier Routing Error Routine Input Gate","COUNT",2
1040,163,1,"1","1/day",175,"ISR:5089","a3600 ISR Sample Presentation Error and Level Sense Error","COUNT",1
1040,164,1,"2","1/day for 2 consecutive days",192,"SRM:0F8D","a3600 SRM I/O Barrier Failure","COUNT",2
1040,165,1,"2","1/day for 2 consecutive days",191,"DCM:108A","a3600 DCM Head Up Failure","COUNT",2
1040,166,2,"2","2/day for 2 consecutive days",215,"ISR:504C","a3600 Automation Carrier with Routing Error at Return Gate","COUNT",2
1040,167,2,"2","2/day for 2 consecutive days",210,"ISR:504F","a3600 Automation Carrier Routing Error Priority Input Gate","COUNT",2
1040,168,1,"2","1/day for 2 consecutive days",196,"DCM:1082","a3600 DCM Head Rotation To Decap Position Error","COUNT",2
1040,169,1,"2","1/day for 2 consecutive days",194,"SRM:0FE7","a3600 SRM Internal Barrier Sensor Engaged","COUNT",2
1040,170,1,"2","1/day for 2 consecutive days",201,"DCM:1083","a3600 DCM Head Rotation To Waste Position Error","COUNT",2
1040,172,1,"1","1/day",187,"C16:7088","a3600 ISR Samp Q Error Carrier Not In List at Routine Gate","COUNT",1
1040,173,1,"2","1/day for 2 consecutive days",204,"DCM:108D","a3600 DCM Incorrect Head Rotation","COUNT",2
1040,174,1,"2","1/day for 2 consecutive days",209,"DCM:1087","a3600 DCM Cap Drop Failure","COUNT",2
1040,175,1,"2","1/day for 2 consecutive days",199,"IOM:049F","a3600 IOM Axis X And Y Moving Fault Recovery has Failed","COUNT",2
1040,176,1,"2","1/day for 2 consecutive days",214,"DCM:108B","a3600 DCM Cap Drop Sensor Error","COUNT",2
1040,177,1,"1","1/day",184,"C16:7086","a3600 C16 Sample Presentation Error and Level Sense Error","COUNT",1
1040,178,1,"2","1/day for 2 consecutive days",203,"CM:069F","a3600 CM Axis X And Y Moving Fault Recovery has Failed","COUNT",2
1040,179,1,"2","1/day for 2 consecutive days",221,"DCM:1091","a3600 DCM Cap Waste Sensor Error","COUNT",2
1040,180,5,"2","5/day for 2 consecutive days",225,"C16:7020","a3600 CM Pass Error - Divert Gate","COUNT",2
1040,181,1,"2","1/day for 2 consecutive days",207,"SRM:0E9F","a3600 SRM Axis X And Y Moving Fault Recovery has Failed","COUNT",2
1040,182,1,"1","1/day",230,"C16:7021","a3600 C16 Pass Error - Sampling Gate","COUNT",1
1040,183,1,"2","1/day for 2 consecutive days",212,"RIM:0B9C","a3600 RIM Axis Moving Fault Recovery Has Failed","COUNT",2
1040,184,1,"2","1/day for 2 consecutive days",217,"ROM:0D98","a3600 ROM Axis Moving Fault Recovery Has Failed","COUNT",2
1040,185,1,"1","1/day",179,"C16:7087","a3600 C16 Sample Queue Error","COUNT",1
1040,186,1,"2","1/day for 2 consecutive days",220,"IOM:049E","a3600 IOM Axis X Moving Fault Recovery has Failed","COUNT",2
1040,187,1,"1","1/day",190,"ISR:5090","a3600 ISR Samp Q Error Carrier Not In List at Routine Gate","COUNT",1
1040,188,1,"2","1/day for 2 consecutive days",226,"CM:069E","a3600 CM Axis X Moving Fault Recovery has Failed","COUNT",2
1040,189,1,"1","1/day",206,"ISR:508B","a3600 ISR Sample Q Error Carrier Not In List At Stat Gate","COUNT",1
1040,190,1,"2","1/day for 2 consecutive days",233,"SRM:0E9E","a3600 SRM Axis X Moving Fault Recovery has Failed","COUNT",2
1040,191,1,"2","1/day for 2 consecutive days",236,"IOM:049D","a3600 IOM Axis Y Moving Fault Recovery has Failed","COUNT",2
1040,192,1,"2","1/day for 2 consecutive days",239,"CM:069D","a3600 CM Axis Y Moving Fault Recovery has Failed","COUNT",2
1040,193,1,"2","1/day for 2 consecutive days",243,"SRM:0E9D","a3600 SRM Axis Y Moving Fault Recovery has Failed","COUNT",2
1040,194,4,"2","4/day for 2 consecutive days",247,"IOM:04BB","a3600 IOM Axis Z Down Failure","COUNT",2
1040,195,2,"2","2/day for 2 consecutive days",205,"AQM:E0B5","a3600 Robotic Arm Moving Fault","COUNT",2
1040,196,2,"2","2/day for 2 consecutive days",211,"AQM:E0B4","a3600 AQM Gripper Open Failure","COUNT",2
1040,197,4,"2","4/day for 2 consecutive days",97,"CM:06BB","a3600 CM Axis Z Down Failure","COUNT",2
1040,198,2,"2","2/day for 2 consecutive days",216,"IOM:04C3","a3600 IOM Gripper Open Fault","COUNT",2
1040,199,4,"2","4/day for 2 consecutive days",103,"RIM:0B9E","a3600 RIM Axis Z Down Failure","COUNT",2
1040,200,2,"2","2/day for 2 consecutive days",200,"AQM:E0EF","CM Pass Error - Unload Gate","COUNT",2
1040,201,2,"2","2/day for 2 consecutive days",195,"SRM:0E93","a3600 SRM Moving Fault - Axes X And Y","COUNT",2
1040,202,4,"2","4/day for 2 consecutive days",109,"ROM:0D9A","a3600 ROM Axis Z Down Failure","COUNT",2
1040,203,2,"2","2/day for 2 consecutive days",219,"RIM:0B8E","a3600 RIM Gripper Open Fault","COUNT",2
1040,204,2,"2","2/day for 2 consecutive days",193,"CM:0693","a3600 CM Moving Fault - Axes X and Y","COUNT",2
1040,205,2,"2","2/day for 2 consecutive days",189,"IOM:0493","a3600 IOM Moving Fault - Axes X and Y","COUNT",2
1040,206,2,"2","2/day for 2 consecutive days",224,"ROM:0D8B","a3600 ROM Gripper Open Fault","COUNT",2
1040,207,4,"2","4/day for 2 consecutive days",113,"SRM:0EBB","a3600 SRM Axis Z Down Failure","COUNT",2
1040,208,4,"2","4/day for 2 consecutive days",119,"IOM:04BA","a3600 IOM Axis Z Up Failure","COUNT",2
1040,209,2,"2","2/day for 2 consecutive days",229,"SRM:0EC3","a3600 SRM Gripper Open Fault","COUNT",2
1040,210,2,"2","2/day for 2 consecutive days",185,"SRM:0E91","a3600 SRM Moving Fault - Axis Y","COUNT",2
1040,211,4,"2","4/day for 2 consecutive days",124,"CM:06BA","a3600 CM Axis Z Up Failure","COUNT",2
1040,212,2,"2","2/day for 2 consecutive days",183,"ROM:0D96","a3600 ROM Moving Fault - Axis Y","COUNT",2
1040,213,4,"2","4/day for 2 consecutive days",129,"RIM:0B9D","a3600 RIM Axis Z Up Failure","COUNT",2
1040,214,2,"2","2/day for 2 consecutive days",231,"CM:06C3","a3600 CM Tube Gripper Open Fault","COUNT",2
1040,215,2,"2","2/day for 2 consecutive days",178,"RIM:0B97","a3600 RIM Moving Fault - Axis Y","COUNT",2
1040,216,4,"2","4/day for 2 consecutive days",136,"ROM:0D99","a3600 ROM Axis Z Up Failure","COUNT",2
1040,217,2,"2","2/day for 2 consecutive days",234,"IOM:04D6","a3600 IOM Gripper Initialization Failure","COUNT",2
1040,218,2,"2","2/day for 2 consecutive days",172,"CM:0691","a3600 CM Moving Fault - Axis Y","COUNT",2
1040,219,4,"2","4/day for 2 consecutive days",142,"SRM:0EBA","a3600 SRM Axis Z Up Failure","COUNT",2
1040,220,2,"2","2/day for 2 consecutive days",167,"IOM:0491","a3600 IOM Moving Fault - Axis Y","COUNT",2
1040,221,2,"2","2/day for 2 consecutive days",163,"SRM:0E92","a3600 SRM Moving Fault - Axis X","COUNT",2
1040,222,2,"2","2/day for 2 consecutive days",148,"IOM:0492","a3600 IOM Moving Fault - Axis X","COUNT",2
1040,223,2,"2","2/day for 2 consecutive days",237,"CM:06D3","a3600 CM Tube Gripper Initialization Failure","COUNT",2
1040,225,2,"2","2/day for 2 consecutive days",156,"CM:0692","a3600 CM Moving Fault - Axis X","COUNT",2
1040,226,2,"2","2/day for 2 consecutive days",240,"SRM:0ED3","a3600 SRM Tube Gripper Initialization Failure","COUNT",2
1040,227,2,"2","2/day for 2 consecutive days",244,"RIM:0BA3","a3600 RIM Gripper Open Fault During Sample Tube Loading","COUNT",2
1040,228,2,"2","2/day for 2 consecutive days",246,"IOM:04B6","a3600 IOM Gripper Open Fault During Sample Tube Picking","COUNT",2
1040,229,2,"2","2/day for 2 consecutive days",249,"RIM:0BA2","a3600 RIM Gripper Open Fault During Sample Tube Picking","COUNT",2
1040,230,2,"2","2/day for 2 consecutive days",238,"ISR:500B","a3600 Carrier At Prepare Gate in Incorrect Status","COUNT",2
1040,231,1,"1","1/day",160,"ROM:0D22","Head Up Failure","COUNT",1
1040,232,2,"2","2/day for 2 consecutive days",250,"ROM:0D9E","a3600 ROM Gripper Open Fault During Sample Tube Picking","COUNT",2
1040,233,2,"2","2/day for 2 consecutive days",198,"ISR:504D","a3600 Automation Carrier with Routing Error at Output Gate","COUNT",2
1040,241,5,"2","5/day for 2 consecutive days",96,"CM:0621","a3600 CM Pass Error - Unload Gate","COUNT",2
1040,242,10,"2","10/day for 2 consecutive days",181,"IOM:0476","a3600 SRM Sample Load Interrupted due to Carrier Runaway","COUNT",2
1040,243,5,"2","5/day for 2 consecutive days",101,"CM:0622","a3600 CM Pass Error - Load Gate","COUNT",2
1040,244,5,"2","5/day for 2 consecutive days",106,"IOM:0420","a3600 IOM Pass Error - Full Carrier Diver Gate","COUNT",2
1040,245,5,"2","5/day for 2 consecutive days",177,"SRM:0E23","a3600 SRM Pass Error - Barcode Reader Gate","COUNT",2
1040,246,5,"2","5/day for 2 consecutive days",111,"IOM:0421","a3600 IOM Pass Error - Unload Gate","COUNT",2
1040,247,5,"2","5/day for 2 consecutive days",115,"IOM:0422","a3600 IOM Pass Error - Load Gate","COUNT",2
1040,248,5,"2","5/day for 2 consecutive days",120,"IOM:0423","a3600 IOM Pass Error - Barcode Reader Gate","COUNT",2
1040,249,5,"2","5/day for 2 consecutive days",173,"SRM:0E22","a3600 SRM Pass Error - Load Gate","COUNT",2
1040,250,5,"2","5/day for 2 consecutive days",123,"IOM:0424","a3600 IOM Pass Error - Empty Carrier Divert Gate","COUNT",2
1040,252,5,"2","5/day for 2 consecutive days",127,"IOM:0425","3600 IOM Pass Error - Empty Carrier Buffer Gate","COUNT",2
1040,253,5,"2","5/day for 2 consecutive days",170,"SRM:0E21","a3600 SRM Pass Error - Unload Gate","COUNT",2
1040,254,5,"2","5/day for 2 consecutive days",165,"SRM:0E20","a3600 SRM Pass Error - Divert Gate","COUNT",2
1040,255,1,"1","1/day",131,"ISR:5047","a3600 Waiting for Passthrough ACK at Divert Gate","COUNT",1
1040,256,5,"2","5/day for 2 consecutive days",154,"ROM:0D17","a3600 ROM Pass Error - Load Gate","COUNT",2
1040,257,5,"2","5/day for 2 consecutive days",135,"RIM:0B10","a3600 RIM Pass Error - Divert Gate","COUNT",2
1040,259,5,"2","5/day for 2 consecutive days",141,"RIM:0B11","a3600 RIM Pass Error - Load Gate","COUNT",2
1040,260,5,"2","5/day for 2 consecutive days",150,"ROM:0D16","a3600 ROM Pass Error - Divert Gate","COUNT",2
1040,261,5,"2","5/day for 2 consecutive days",146,"RIM:0B12","a3600 RIM Pass Error - Barcode Reader Gate","COUNT",2
1040,262,5,"2","5/day for 2 consecutive days",93,"CM:0620","a3600 CM Pass Error - Divert Gate","COUNT",2
