SQL Statement which produced this data:
  -- select * from SVC_PHM_OWNER.PHM_ALGORITHM_DEFINITIONS where algorithm_name like '%3600%'
  -- 
  -- A3600 algorithms have vn_ALG_NUM = 1040
  --
  -- CURSOR ALL_THRESHOLDS (vn_ALG_NUM    NUMBER)
  -- IS
  
  --     select 
  --         phm_patterns_sk phm_thresholds_sk,
  --         case when threshold_number is null 
  --              then 
  --                  9999
  --              else 
  --                  to_number (threshold_number)
  --              end threshold_number,
  --         case when threshold_number_unit is null 
  --              then 
  --                  9999
  --              else 
  --                  to_number (threshold_number_unit)
  --              end threshold_number_unit,
  --         threshold_number_desc,
  --         phm_patterns_sk phm_patterns_sk,
  --         phm_thresholds_sk as thresholds_sk_val,
  --         pattern_description,
  --         threshold_alert,
  --         algorithm_type as algorithm_type,
  --         case when threshold_data_days is null 
  --         then 
  --             9999
  --         else 
  --             to_number (threshold_data_days)
  --         end threshold_data_days,
  --         case when module_type = 'ALL' 
  --              then 
  --                  '%' 
  --              else 
  --                  module_type 
  --              end module_type
  --     from (
          select 
              tp.phm_patterns_sk,
              p.pattern_name as pattern_name,
              thr.phm_thresholds_sk,
              ihn.issue_description,
              tp.parameter_name,
              tp.parameter_values
          from 
              phm_threshold_parameter tp,
              phm_patterns p,
              (
                  select 
                      phm_patterns_sk, 
                      issue_description
                  from 
                      phm_algorithm_ihns pai
                  where 
                      pai.phm_algorithm_definitions_sk = 1040 -- vn_alg_num
              ) ihn,
              (
                  select 
                      phm_patterns_sk, 
                      phm_thresholds_sk
                  from 
                      phm_thresholds pt
                  where 
                      pt.phm_algorithm_definitions_sk = 1040 -- vn_alg_num
              ) thr
          where     
              tp.phm_patterns_sk = p.phm_patterns_sk
          and 
              nvl (tp.delete_flag, 'N') <> 'Y'
          and 
              tp.phm_d_algorithm_definitions_sk = 1040 -- vn_alg_num
          and 
              p.phm_patterns_sk = ihn.phm_patterns_sk
          and 
              p.phm_patterns_sk = thr.phm_patterns_sk
  --     ) pivot ( 
  --         max ( parameter_values )
  --         for 
  --             parameter_name
  --         in (
  --             'ALGORITHM_TYPE' as algorithm_type,
  --             'ERROR_CODE_VALUE' as pattern_description,
  --             'ERROR_COUNT' as threshold_number,
  --             'IHN_LEVEL3_DESC' as threshold_alert,
  --             'THRESHOLD_DATA_DAYS' as threshold_data_days,
  --             'THRESHOLDS_DAYS' as threshold_number_unit,
  --             'THRESHOLD_DESCRIPTION' as threshold_number_desc,
  --             'MODULE' as module_type
  --         )
  --     )
  --     order by 
  --         algorithm_type, 
  --         pattern_name;

PHM_PATTERNS_SK,PATTERN_NAME,PHM_THRESHOLDS_SK,ISSUE_DESCRIPTION,PARAMETER_NAME,PARAMETER_VALUES
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Placing SRM 0EB8"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"ERROR_CODE_VALUE","0DA1"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"MODULE","ROM"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"ERROR_COUNT","2"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"THRESHOLD_DATA_DAYS","2"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"THRESHOLDS_DAYS","2"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"ALGORITHM_TYPE","ERROR_COUNT"
132,"Gripper Open Fault During Sample Tube Unloading ROM 0DA1",133,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Unloading ROM 0DA1"
216,"Gripper Open Fault IOM 04C3",198,,"ERROR_CODE_VALUE","04C3"
216,"Gripper Open Fault IOM 04C3",198,,"MODULE","IOM"
216,"Gripper Open Fault IOM 04C3",198,,"ERROR_COUNT","2"
216,"Gripper Open Fault IOM 04C3",198,,"THRESHOLD_DATA_DAYS","2"
216,"Gripper Open Fault IOM 04C3",198,,"THRESHOLDS_DAYS","2"
216,"Gripper Open Fault IOM 04C3",198,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
216,"Gripper Open Fault IOM 04C3",198,,"ALGORITHM_TYPE","ERROR_COUNT"
216,"Gripper Open Fault IOM 04C3",198,,"IHN_LEVEL3_DESC","Gripper Open Fault IOM 04C3"
219,"Gripper Open Fault RIM 0B8E",203,,"ERROR_CODE_VALUE","0B8E"
219,"Gripper Open Fault RIM 0B8E",203,,"MODULE","RIM"
219,"Gripper Open Fault RIM 0B8E",203,,"ERROR_COUNT","2"
219,"Gripper Open Fault RIM 0B8E",203,,"THRESHOLD_DATA_DAYS","2"
219,"Gripper Open Fault RIM 0B8E",203,,"THRESHOLDS_DAYS","2"
219,"Gripper Open Fault RIM 0B8E",203,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
219,"Gripper Open Fault RIM 0B8E",203,,"ALGORITHM_TYPE","ERROR_COUNT"
219,"Gripper Open Fault RIM 0B8E",203,,"IHN_LEVEL3_DESC","Gripper Open Fault RIM 0B8E"
224,"Gripper Open Fault ROM 0D8B",206,,"ERROR_CODE_VALUE","0D8B"
224,"Gripper Open Fault ROM 0D8B",206,,"MODULE","ROM"
224,"Gripper Open Fault ROM 0D8B",206,,"ERROR_COUNT","2"
224,"Gripper Open Fault ROM 0D8B",206,,"THRESHOLD_DATA_DAYS","2"
224,"Gripper Open Fault ROM 0D8B",206,,"THRESHOLDS_DAYS","2"
224,"Gripper Open Fault ROM 0D8B",206,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
224,"Gripper Open Fault ROM 0D8B",206,,"ALGORITHM_TYPE","ERROR_COUNT"
224,"Gripper Open Fault ROM 0D8B",206,,"IHN_LEVEL3_DESC","Gripper Open Fault ROM 0D8B"
229,"Gripper Open Fault SRM 0EC3",209,,"ERROR_CODE_VALUE","0EC3"
229,"Gripper Open Fault SRM 0EC3",209,,"MODULE","SRM"
229,"Gripper Open Fault SRM 0EC3",209,,"ERROR_COUNT","2"
229,"Gripper Open Fault SRM 0EC3",209,,"THRESHOLD_DATA_DAYS","2"
229,"Gripper Open Fault SRM 0EC3",209,,"THRESHOLDS_DAYS","2"
229,"Gripper Open Fault SRM 0EC3",209,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
229,"Gripper Open Fault SRM 0EC3",209,,"ALGORITHM_TYPE","ERROR_COUNT"
229,"Gripper Open Fault SRM 0EC3",209,,"IHN_LEVEL3_DESC","Gripper Open Fault SRM 0EC3"
186,"Head Down Failure DCM 1006",161,,"ERROR_CODE_VALUE","1006"
186,"Head Down Failure DCM 1006",161,,"MODULE","DCM"
186,"Head Down Failure DCM 1006",161,,"ERROR_COUNT","4"
186,"Head Down Failure DCM 1006",161,,"THRESHOLD_DATA_DAYS","2"
186,"Head Down Failure DCM 1006",161,,"THRESHOLDS_DAYS","2"
186,"Head Down Failure DCM 1006",161,,"THRESHOLD_DESCRIPTION","4/day for 2 consecutive days"
186,"Head Down Failure DCM 1006",161,,"ALGORITHM_TYPE","ERROR_COUNT"
186,"Head Down Failure DCM 1006",161,,"IHN_LEVEL3_DESC","Head Down Failure DCM 1006"
159,"Head Down Failure SM 9011",150,,"ERROR_CODE_VALUE","9011"
159,"Head Down Failure SM 9011",150,,"MODULE","SM"
159,"Head Down Failure SM 9011",150,,"ERROR_COUNT","2"
159,"Head Down Failure SM 9011",150,,"THRESHOLD_DATA_DAYS","2"
159,"Head Down Failure SM 9011",150,,"THRESHOLDS_DAYS","2"
159,"Head Down Failure SM 9011",150,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
159,"Head Down Failure SM 9011",150,,"ALGORITHM_TYPE","ERROR_COUNT"
159,"Head Down Failure SM 9011",150,,"IHN_LEVEL3_DESC","Head Down Failure SM 9011"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"ERROR_CODE_VALUE","1082"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"MODULE","DCM"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"ERROR_COUNT","1"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"THRESHOLD_DATA_DAYS","2"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"THRESHOLDS_DAYS","2"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"ALGORITHM_TYPE","ERROR_COUNT"
196,"Head Rotation To Decap Position Error DCM 1082",168,,"IHN_LEVEL3_DESC","Head Rotation To Decap Position Error DCM 1082"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"ERROR_CODE_VALUE","908C"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"MODULE","SM"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"ERROR_COUNT","1"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"THRESHOLD_DATA_DAYS","2"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"THRESHOLDS_DAYS","2"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"ALGORITHM_TYPE","ERROR_COUNT"
171,"Head Rotation To Foil Pick Position Error SM 908C",155,,"IHN_LEVEL3_DESC","Head Rotation To Foil Pick Position Error SM 908C"
176,"Head Rotation To Seal Position Error SM 908B",157,,"ERROR_CODE_VALUE","908B"
176,"Head Rotation To Seal Position Error SM 908B",157,,"MODULE","SM"
176,"Head Rotation To Seal Position Error SM 908B",157,,"ERROR_COUNT","1"
176,"Head Rotation To Seal Position Error SM 908B",157,,"THRESHOLD_DATA_DAYS","1"
176,"Head Rotation To Seal Position Error SM 908B",157,,"THRESHOLDS_DAYS","1"
176,"Head Rotation To Seal Position Error SM 908B",157,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
176,"Head Rotation To Seal Position Error SM 908B",157,,"ALGORITHM_TYPE","ERROR_COUNT"
176,"Head Rotation To Seal Position Error SM 908B",157,,"IHN_LEVEL3_DESC","Head Rotation To Seal Position Error SM 908B"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"ERROR_CODE_VALUE","1083"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"MODULE","DCM"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"ERROR_COUNT","1"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"THRESHOLD_DATA_DAYS","2"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"THRESHOLDS_DAYS","2"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"ALGORITHM_TYPE","ERROR_COUNT"
201,"Head Rotation To Waste Position Error DCM 1083",170,,"IHN_LEVEL3_DESC","Head Rotation To Waste Position Error DCM 1083"
191,"Head Up Failure DCM 108A",165,,"ERROR_CODE_VALUE","108A"
191,"Head Up Failure DCM 108A",165,,"MODULE","DCM"
191,"Head Up Failure DCM 108A",165,,"ERROR_COUNT","1"
191,"Head Up Failure DCM 108A",165,,"THRESHOLD_DATA_DAYS","2"
191,"Head Up Failure DCM 108A",165,,"THRESHOLDS_DAYS","2"
191,"Head Up Failure DCM 108A",165,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
191,"Head Up Failure DCM 108A",165,,"ALGORITHM_TYPE","ERROR_COUNT"
191,"Head Up Failure DCM 108A",165,,"IHN_LEVEL3_DESC","Head Up Failure DCM 108A"
166,"Head Up Failure SM 9090",153,,"ERROR_CODE_VALUE","9090"
166,"Head Up Failure SM 9090",153,,"MODULE","SM"
166,"Head Up Failure SM 9090",153,,"ERROR_COUNT","1"
166,"Head Up Failure SM 9090",153,,"THRESHOLD_DATA_DAYS","2"
166,"Head Up Failure SM 9090",153,,"THRESHOLDS_DAYS","2"
166,"Head Up Failure SM 9090",153,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
166,"Head Up Failure SM 9090",153,,"ALGORITHM_TYPE","ERROR_COUNT"
166,"Head Up Failure SM 9090",153,,"IHN_LEVEL3_DESC","Head Up Failure SM 9090"
82,"Heater Error SM 909B",85,,"ERROR_CODE_VALUE","909B"
82,"Heater Error SM 909B",85,,"MODULE","SM"
82,"Heater Error SM 909B",85,,"ERROR_COUNT","1"
82,"Heater Error SM 909B",85,,"THRESHOLD_DATA_DAYS","2"
82,"Heater Error SM 909B",85,,"THRESHOLDS_DAYS","2"
82,"Heater Error SM 909B",85,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
82,"Heater Error SM 909B",85,,"ALGORITHM_TYPE","ERROR_COUNT"
82,"Heater Error SM 909B",85,,"IHN_LEVEL3_DESC","Heater Error SM 909B"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"ERROR_CODE_VALUE","909C"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"MODULE","SM"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"ERROR_COUNT","1"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"THRESHOLD_DATA_DAYS","2"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"THRESHOLDS_DAYS","2"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"ALGORITHM_TYPE","ERROR_COUNT"
90,"Heater Temperature Limit Exceeded SM 909C",87,,"IHN_LEVEL3_DESC","Heater Temperature Limit Exceeded SM 909C"
100,"High Temperature SRM 0F0A",94,,"ERROR_CODE_VALUE","0F0A"
100,"High Temperature SRM 0F0A",94,,"MODULE","SRM"
100,"High Temperature SRM 0F0A",94,,"ERROR_COUNT","5"
100,"High Temperature SRM 0F0A",94,,"THRESHOLD_DATA_DAYS","2"
100,"High Temperature SRM 0F0A",94,,"THRESHOLDS_DAYS","2"
100,"High Temperature SRM 0F0A",94,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
100,"High Temperature SRM 0F0A",94,,"ALGORITHM_TYPE","ERROR_COUNT"
100,"High Temperature SRM 0F0A",94,,"IHN_LEVEL3_DESC","High Temperature SRM 0F0A"
192,"I/O Barrier Failure SRM 0F8D",164,,"ERROR_CODE_VALUE","0F8D"
192,"I/O Barrier Failure SRM 0F8D",164,,"MODULE","SRM"
192,"I/O Barrier Failure SRM 0F8D",164,,"ERROR_COUNT","1"
192,"I/O Barrier Failure SRM 0F8D",164,,"THRESHOLD_DATA_DAYS","2"
192,"I/O Barrier Failure SRM 0F8D",164,,"THRESHOLDS_DAYS","2"
192,"I/O Barrier Failure SRM 0F8D",164,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
192,"I/O Barrier Failure SRM 0F8D",164,,"ALGORITHM_TYPE","ERROR_COUNT"
192,"I/O Barrier Failure SRM 0F8D",164,,"IHN_LEVEL3_DESC","I/O Barrier Failure SRM 0F8D"
204,"Incorrect Head Rotation DCM 108D",173,,"ERROR_CODE_VALUE","108D"
204,"Incorrect Head Rotation DCM 108D",173,,"MODULE","DCM"
204,"Incorrect Head Rotation DCM 108D",173,,"ERROR_COUNT","1"
204,"Incorrect Head Rotation DCM 108D",173,,"THRESHOLD_DATA_DAYS","2"
204,"Incorrect Head Rotation DCM 108D",173,,"THRESHOLDS_DAYS","2"
204,"Incorrect Head Rotation DCM 108D",173,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
204,"Incorrect Head Rotation DCM 108D",173,,"ALGORITHM_TYPE","ERROR_COUNT"
204,"Incorrect Head Rotation DCM 108D",173,,"IHN_LEVEL3_DESC","Incorrect Head Rotation DCM 108D"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"ERROR_CODE_VALUE","0D22"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"MODULE","ROM"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"ERROR_COUNT","1"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"THRESHOLD_DATA_DAYS","1"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"THRESHOLDS_DAYS","1"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"THRESHOLD_DESCRIPTION","1/day"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"ALGORITHM_TYPE","ERROR_COUNT"
160,"Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22",231,,"IHN_LEVEL3_DESC","Interface Module Is Waiting For Sample Carrier Passing Notification Acknowledge ROM 0D22"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"ERROR_CODE_VALUE","0FE7"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"MODULE","SRM"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"ERROR_COUNT","1"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"THRESHOLD_DATA_DAYS","2"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"THRESHOLDS_DAYS","2"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"ALGORITHM_TYPE","ERROR_COUNT"
194,"Internal Barrier Sensor Engaged SRM 0FE7",169,,"IHN_LEVEL3_DESC","Internal Barrier Sensor Engaged SRM 0FE7"
81,"Low Temperature CM 0665",82,,"ERROR_CODE_VALUE","0665"
81,"Low Temperature CM 0665",82,,"MODULE","CM"
81,"Low Temperature CM 0665",82,,"ERROR_COUNT","3"
81,"Low Temperature CM 0665",82,,"THRESHOLD_DATA_DAYS","2"
81,"Low Temperature CM 0665",82,,"THRESHOLDS_DAYS","2"
81,"Low Temperature CM 0665",82,,"THRESHOLD_DESCRIPTION","3/day for 2 consecutive days"
81,"Low Temperature CM 0665",82,,"ALGORITHM_TYPE","ERROR_COUNT"
81,"Low Temperature CM 0665",82,,"IHN_LEVEL3_DESC","Low Temperature CM 0665"
193,"Moving Fault - Axes X and Y CM 0693",204,,"ERROR_CODE_VALUE","0693"
193,"Moving Fault - Axes X and Y CM 0693",204,,"MODULE","CM"
193,"Moving Fault - Axes X and Y CM 0693",204,,"ERROR_COUNT","2"
193,"Moving Fault - Axes X and Y CM 0693",204,,"THRESHOLD_DATA_DAYS","2"
193,"Moving Fault - Axes X and Y CM 0693",204,,"THRESHOLDS_DAYS","2"
193,"Moving Fault - Axes X and Y CM 0693",204,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
193,"Moving Fault - Axes X and Y CM 0693",204,,"ALGORITHM_TYPE","ERROR_COUNT"
193,"Moving Fault - Axes X and Y CM 0693",204,,"IHN_LEVEL3_DESC","Moving Fault - Axes X and Y CM 0693"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"ERROR_CODE_VALUE","0493"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"MODULE","IOM"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"ERROR_COUNT","2"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"THRESHOLD_DATA_DAYS","2"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"THRESHOLDS_DAYS","2"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"ALGORITHM_TYPE","ERROR_COUNT"
189,"Moving Fault - Axes X and Y IOM 0493",205,,"IHN_LEVEL3_DESC","Moving Fault - Axes X and Y IOM 0493"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"ERROR_CODE_VALUE","0E93"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"MODULE","SRM"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"ERROR_COUNT","2"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"THRESHOLD_DATA_DAYS","2"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"THRESHOLDS_DAYS","2"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"ALGORITHM_TYPE","ERROR_COUNT"
195,"Moving Fault - Axes X And Y SRM 0E93",201,,"IHN_LEVEL3_DESC","Moving Fault - Axes X And Y SRM 0E93"
156,"Moving Fault - Axis X CM 0692",225,,"ERROR_CODE_VALUE","0692"
156,"Moving Fault - Axis X CM 0692",225,,"MODULE","CM"
156,"Moving Fault - Axis X CM 0692",225,,"ERROR_COUNT","2"
156,"Moving Fault - Axis X CM 0692",225,,"THRESHOLD_DATA_DAYS","2"
156,"Moving Fault - Axis X CM 0692",225,,"THRESHOLDS_DAYS","2"
156,"Moving Fault - Axis X CM 0692",225,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
156,"Moving Fault - Axis X CM 0692",225,,"ALGORITHM_TYPE","ERROR_COUNT"
156,"Moving Fault - Axis X CM 0692",225,,"IHN_LEVEL3_DESC","Moving Fault - Axis X CM 0692"
148,"Moving Fault - Axis X IOM 0492",222,,"ERROR_CODE_VALUE","0492"
148,"Moving Fault - Axis X IOM 0492",222,,"MODULE","IOM"
148,"Moving Fault - Axis X IOM 0492",222,,"ERROR_COUNT","2"
148,"Moving Fault - Axis X IOM 0492",222,,"THRESHOLD_DATA_DAYS","2"
148,"Moving Fault - Axis X IOM 0492",222,,"THRESHOLDS_DAYS","2"
148,"Moving Fault - Axis X IOM 0492",222,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
148,"Moving Fault - Axis X IOM 0492",222,,"ALGORITHM_TYPE","ERROR_COUNT"
148,"Moving Fault - Axis X IOM 0492",222,,"IHN_LEVEL3_DESC","Moving Fault - Axis X IOM 0492"
163,"Moving Fault - Axis X SRM 0E92",221,,"ERROR_CODE_VALUE","0E92"
163,"Moving Fault - Axis X SRM 0E92",221,,"MODULE","SRM"
163,"Moving Fault - Axis X SRM 0E92",221,,"ERROR_COUNT","2"
163,"Moving Fault - Axis X SRM 0E92",221,,"THRESHOLD_DATA_DAYS","2"
163,"Moving Fault - Axis X SRM 0E92",221,,"THRESHOLDS_DAYS","2"
163,"Moving Fault - Axis X SRM 0E92",221,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
163,"Moving Fault - Axis X SRM 0E92",221,,"ALGORITHM_TYPE","ERROR_COUNT"
163,"Moving Fault - Axis X SRM 0E92",221,,"IHN_LEVEL3_DESC","Moving Fault - Axis X SRM 0E92"
172,"Moving Fault - Axis Y CM 0691",218,,"ERROR_CODE_VALUE","0691"
172,"Moving Fault - Axis Y CM 0691",218,,"MODULE","CM"
172,"Moving Fault - Axis Y CM 0691",218,,"ERROR_COUNT","2"
172,"Moving Fault - Axis Y CM 0691",218,,"THRESHOLD_DATA_DAYS","2"
172,"Moving Fault - Axis Y CM 0691",218,,"THRESHOLDS_DAYS","2"
172,"Moving Fault - Axis Y CM 0691",218,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
172,"Moving Fault - Axis Y CM 0691",218,,"ALGORITHM_TYPE","ERROR_COUNT"
172,"Moving Fault - Axis Y CM 0691",218,,"IHN_LEVEL3_DESC","Moving Fault - Axis Y CM 0691"
167,"Moving Fault - Axis Y IOM 0491",220,,"ERROR_CODE_VALUE","0491"
167,"Moving Fault - Axis Y IOM 0491",220,,"MODULE","IOM"
167,"Moving Fault - Axis Y IOM 0491",220,,"ERROR_COUNT","2"
167,"Moving Fault - Axis Y IOM 0491",220,,"THRESHOLD_DATA_DAYS","2"
167,"Moving Fault - Axis Y IOM 0491",220,,"THRESHOLDS_DAYS","2"
167,"Moving Fault - Axis Y IOM 0491",220,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
167,"Moving Fault - Axis Y IOM 0491",220,,"ALGORITHM_TYPE","ERROR_COUNT"
167,"Moving Fault - Axis Y IOM 0491",220,,"IHN_LEVEL3_DESC","Moving Fault - Axis Y IOM 0491"
178,"Moving Fault - Axis Y RIM 0B97",215,,"ERROR_CODE_VALUE","0B97"
178,"Moving Fault - Axis Y RIM 0B97",215,,"MODULE","RIM"
178,"Moving Fault - Axis Y RIM 0B97",215,,"ERROR_COUNT","2"
178,"Moving Fault - Axis Y RIM 0B97",215,,"THRESHOLD_DATA_DAYS","2"
178,"Moving Fault - Axis Y RIM 0B97",215,,"THRESHOLDS_DAYS","2"
178,"Moving Fault - Axis Y RIM 0B97",215,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
178,"Moving Fault - Axis Y RIM 0B97",215,,"ALGORITHM_TYPE","ERROR_COUNT"
178,"Moving Fault - Axis Y RIM 0B97",215,,"IHN_LEVEL3_DESC","Moving Fault - Axis Y RIM 0B97"
183,"Moving Fault - Axis Y ROM 0D96",212,,"ERROR_CODE_VALUE","0D96"
183,"Moving Fault - Axis Y ROM 0D96",212,,"MODULE","ROM"
183,"Moving Fault - Axis Y ROM 0D96",212,,"ERROR_COUNT","2"
183,"Moving Fault - Axis Y ROM 0D96",212,,"THRESHOLD_DATA_DAYS","2"
183,"Moving Fault - Axis Y ROM 0D96",212,,"THRESHOLDS_DAYS","2"
183,"Moving Fault - Axis Y ROM 0D96",212,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
183,"Moving Fault - Axis Y ROM 0D96",212,,"ALGORITHM_TYPE","ERROR_COUNT"
183,"Moving Fault - Axis Y ROM 0D96",212,,"IHN_LEVEL3_DESC","Moving Fault - Axis Y ROM 0D96"
185,"Moving Fault - Axis Y SRM 0E91",210,,"ERROR_CODE_VALUE","0E91"
185,"Moving Fault - Axis Y SRM 0E91",210,,"MODULE","SRM"
185,"Moving Fault - Axis Y SRM 0E91",210,,"ERROR_COUNT","2"
185,"Moving Fault - Axis Y SRM 0E91",210,,"THRESHOLD_DATA_DAYS","2"
185,"Moving Fault - Axis Y SRM 0E91",210,,"THRESHOLDS_DAYS","2"
185,"Moving Fault - Axis Y SRM 0E91",210,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
185,"Moving Fault - Axis Y SRM 0E91",210,,"ALGORITHM_TYPE","ERROR_COUNT"
185,"Moving Fault - Axis Y SRM 0E91",210,,"IHN_LEVEL3_DESC","Moving Fault - Axis Y SRM 0E91"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"ERROR_CODE_VALUE","0423"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"MODULE","IOM"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"ERROR_COUNT","5"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"THRESHOLD_DATA_DAYS","2"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"THRESHOLDS_DAYS","2"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"ALGORITHM_TYPE","ERROR_COUNT"
120,"Pass Error - Barcode Reader Gate IOM 0423",248,,"IHN_LEVEL3_DESC","Pass Error - Barcode Reader Gate IOM 0423"
146,"Pass Error - Barcode Reader Gate RIM 0B12",261,,"ERROR_CODE_VALUE","0B12"
