PHM_ALGORITHM_DEFINITIONS_SK,PHM_ALGORITHM_CATEGORIES_SK,ALGORITHM_NUMBER,ALGORITHM_NAME,ALGORITHM_COMMAND,ALGORITHM_DESCRIPTION,ALGORITHM_OWNER,SQL_CODE_COMMAND,SQL_DESCRIPTION,PROACTIVE_YN,REMAINING_USEFUL_LIFE_INT,REMAINING_USEFUL_LIFE_UNIT,KEEP_RESULTS_NUM_DAYS,ENABLED_YN,AREA_OF_TRACK,APP_AUDITS_CREATE_USER,APP_AUDITS_MODIFY_USER,PHM_PROD_FAMILY_SK,ALGORITHM_TYPE,ALGORITHM_MODE,NEW_REC,DELETE_FLAG,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_DATE
20250,181,167,"APA_3050_R2 Pipettor_RGT Carousel",,"APA_3050_R2 Pipettor_RGT Carousel","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 4:39:53.000000 PM","2/25/2019 6:21:11.000000 PM"
20251,181,168,"APA_3700_Wash Zone aspiration error for probe 1",,"APA_3700_Wash Zone aspiration error for probe 1","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:03:24.000000 PM","7/24/2019 5:36:54.000000 PM"
20252,181,169,"APA_5303_Vacuum",,"APA_5303_Vacuum","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:10:26.000000 PM","7/24/2019 5:42:46.000000 PM"
20253,181,170,"APA_5409_Carrier Transport Z Motor",,"APA_5409_Carrier Transport Z Motor","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:14:40.000000 PM","2/25/2019 9:32:30.000000 PM"
20254,181,171,"APA_5503_R2 Wash Station Buffer Pump",,"APA_5503_R2 Wash Station Buffer Pump","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:31:54.000000 PM","7/24/2019 6:22:12.000000 PM"
20255,181,172,"APA_5503_WZ Dispense Pump",,"APA_5503_WZ Dispense Pump","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:40:23.000000 PM","7/24/2019 6:23:59.000000 PM"
20256,181,173,"APA_5503_Pre-Trigger Pump",,"APA_5503_Pre-Trigger Pump","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:44:40.000000 PM","7/24/2019 6:24:56.000000 PM"
20257,181,174,"APA_5900_R1 Pipettor Z Motor",,"APA_5900_R1 Pipettor Z Motor","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:48:58.000000 PM","7/24/2019 6:34:43.000000 PM"
20258,181,175,"APA_5900_R2 Pipettor Z Motor",,"APA_5900_R2 Pipettor Z Motor","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:51:58.000000 PM","7/24/2019 6:54:15.000000 PM"
20259,181,176,"APA_5409_Carrier Transport X Motor",,"APA_5409_Carrier Transport X Motor","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 5:57:47.000000 PM","2/25/2019 9:30:45.000000 PM"
20260,181,177,"APA_5409_Carrier Transport Theta Motor",,"APA_5409_Carrier Transport Theta Motor","LIJX8",,,,3,"3 days",14,"N",,"CHANDSN","LIJX8",5001,,,"Y","N","7/24/2018 6:03:51.000000 PM","2/25/2019 9:28:41.000000 PM"
1080,61,12,"A3600",,"A3600","CHANDSN",,,,3,"3 days",14,"N",,"JOYSX1","CHANDSN",5003,,,"Y","N","10/9/2016 7:23:20.000000 PM","1/13/2018 8:35:07.000000 PM"
1160,121,29,"DM Fail IA",,"Daily Maintenance Fail for IA Platform","CHANDSN",,,,3,"3 days",14,"N",,"HEITZRP","CHANDSN",5001,,,"Y","N","5/5/2017 9:31:31.000000 AM","1/14/2018 12:33:58.000000 PM"
20271,81,178,"APA IA GROUP ALGORITHM",,"Group algorithm to run all the APA-IA algorithms which are part of this group","KHANDMX5",,,,,,,"N",,"KHANDMX5","KHANDMX5",5001,,,"Y","N","10/5/2018 2:11:52.000000 PM","10/5/2018 3:37:19.000000 PM"
20490,344,222,"Alinity CC Daily Maintenance",,"Alinity CC Daily Maintenance - Using R","NISSECX",,,,7,"7 days",14,"N",,"NISSECX","NISSECX",5021,,,"Y","N","6/20/2019 8:52:23.000000 AM","7/23/2019 5:13:55.000000 PM"
20330,204,200,"Alinity s AbbottLink Disconnect",,"To detect AbbottLink connectivity loss of greater than or equal to 3 days.","CHANDSN",,,,3,"3 days",14,"N",,"CHANDSN","CHANDSN",5022,,,"Y","N","11/15/2018 6:49:45.000000 AM","11/15/2018 12:43:41.000000 PM"
20160,202,144,"Alinity IA Pipettor FE Pressure - Generic",,"Reusable routine for Alinity IA Pipettor FE Pressure algorithms","CHANDSN",,,,7,"7 days",14,"N",,"CHANDSN","CHANDSN",5020,,,"Y","N","6/27/2018 4:47:46.000000 PM","6/27/2018 5:15:44.000000 PM"
20161,202,145,"Alinity IA Pipettor R1 FE Pressure",,"To detect degrading Pipettor Pressure Transducers through raised Front End (FE) pressure readings during aspiration","CHANDSN",,,,7,"7 days",14,"N",,"CHANDSN","CHANDSN",5020,,,"Y","N","6/27/2018 5:06:19.000000 PM","6/27/2018 5:07:43.000000 PM"
20162,202,146,"Alinity IA Pipettor R2 FE Pressure",,"To detect degrading Pipettor Pressure Transducers through raised Front End (FE) pressure readings during aspiration.","CHANDSN",,,,7,"7 days",14,"N",,"CHANDSN","CHANDSN",5020,,,"Y","N","6/27/2018 5:14:11.000000 PM","6/27/2018 5:14:54.000000 PM"
20163,202,147,"AIinity IA Pipettor Sample FE Pressure",,"To detect degrading Pipetter Pressure Transducers through raised Front End (FE) pressure readings during aspiration.","CHANDSN",,,,7,"7 days",14,"N",,"CHANDSN","CHANDSN",5020,,,"Y","N","6/27/2018 5:23:12.000000 PM","6/27/2018 5:23:41.000000 PM"
20164,203,148,"Alinity IA Vacuum Sensor",,"To detect degrading vacuum sensor performance before the customer begins experiencing an increase in Error: 3304 ICQ System Vacuum Failure (Vacuum pressure too high).","CHANDSN",,,,7,"7 days",14,"N",,"CHANDSN","CHANDSN",5020,,,"Y","N","6/27/2018 5:40:52.000000 PM","6/27/2018 5:48:47.000000 PM"
20165,207,149,"Alinity IA ITV - Generic",,"Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","LIJX8",,,,7,"7 days",14,"N",,"CHANDSN","LIJX8",5020,,,"Y","N","6/27/2018 6:01:07.000000 PM","8/15/2019 10:08:01.000000 AM"
20166,207,150,"Alinity IA ITV R1 PWM",,"Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","LIJX8",,,,7,"7 days",14,"N",,"CHANDSN","LIJX8",5020,,,"Y","N","6/27/2018 6:13:46.000000 PM","8/15/2019 10:09:48.000000 AM"
20167,207,151,"Alinity IA ITV R2 PWM",,"Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","LIJX8",,,,7,"7 days",14,"N",,"CHANDSN","LIJX8",5020,,,"Y","N","6/27/2018 6:17:27.000000 PM","8/15/2019 10:09:28.000000 AM"
20168,207,152,"Alinity IA ITV Pretreatment  PWM",,"Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","LIJX8",,,,7,"7 days",14,"N",,"CHANDSN","LIJX8",5020,,,"Y","N","6/27/2018 6:21:50.000000 PM","8/15/2019 10:08:52.000000 AM"
20169,207,153,"Alinity IA ITV Pretrigger  PWM",,"Detect degrading ITV performance before the customer begins experiencing an increase in ITV speed errors; 5309 (ITV X) did not reach required speed, causing tests lost to exception.","LIJX8",,,,7,"7 days",14,"N",,"CHANDSN","LIJX8",5020,,,"Y","N","6/27/2018 6:26:25.000000 PM","8/15/2019 10:08:20.000000 AM"
20470,181,218,"APA_5503_Washzone 1 Dispense Pump",,"APA_5503_Washzone 1 Dispense Pump","LIJX8",,,,3,"3 days",14,"N",,"LIJX8","LIJX8",5001,,,"Y","N","6/11/2019 6:45:11.000000 PM","7/24/2019 6:27:10.000000 PM"
20471,181,219,"APA_5503_Washzone 2 Dispense Pump",,"APA_5503_Washzone 2 Dispense Pump","LIJX8",,,,3,"3 days",14,"N",,"LIJX8","LIJX8",5001,,,"Y","N","6/11/2019 6:59:10.000000 PM","7/24/2019 6:28:02.000000 PM"
20472,181,220,"APA_5503_Trigger Pump",,"APA_5503_Trigger Pump(115,116)","LIJX8",,,,3,"3 days",14,"N",,"LIJX8","LIJX8",5001,,,"Y","N","6/11/2019 7:25:28.000000 PM","7/24/2019 6:29:12.000000 PM"
20473,181,221,"APA_5503_Trigger Pump_117",,"APA_5503_Trigger Pump(117)","LIJX8",,,,3,"3 days",14,"N",,"LIJX8","LIJX8",5001,,,"Y","N","6/11/2019 7:27:43.000000 PM","7/24/2019 6:29:35.000000 PM"
20410,181,214,"APA_5900_Pipettor Z Motor",,"APA_5900_Pipettor Z Motor","LIJX8",,,,3,"3 days",14,"N",,"LIJX8","LIJX8",5001,,,"Y","N","4/4/2019 6:12:24.000000 PM","4/4/2019 6:19:17.000000 PM"
20570,322,226,"Alinity IA Trigger/Pre-Trigger Dispense",,"To detect degrading trigger/pre-trigger dispense operations caused by depressed optic reads.","CHANDSN",,,,7,"7 days",14,"N",,"LIJX8","CHANDSN",5020,,,"Y","N","7/2/2019 9:58:49.000000 AM","7/22/2019 11:45:44.000000 AM"
1082,81,22,"APA IA 5106",,"5106 A Process Path Recovery Was Successfully Performed","CHANDSN",,,,3,"3 days",14,"N",,"JOYSX1","CHANDSN",5001,,,"Y","N","10/10/2016 2:37:33.000000 AM","2/11/2018 11:16:51.000000 PM"
1083,81,23,"APA IA 5107",,"5107 process path jam was detected and a recovery was successfully performed.","CHANDSN",,,,3,"3 days",14,"N",,"JOYSX1","CHANDSN",5001,,,"Y","N","10/10/2016 2:42:19.000000 AM","2/11/2018 11:22:16.000000 PM"
1084,81,24,"APA IA 7000",,"7000 Temp failure for channel (x)","CHANDSN",,,,3,"3 days",14,"N",,"JOYSX1","CHANDSN",5001,,,"Y","N","10/10/2016 2:46:45.000000 AM","2/11/2018 11:28:01.000000 PM"
1085,82,25,"APA CC 5623",,"5623 Unable to process test, ICT reference solution not aspirated.","CHANDSN",,,,3,"3 days",14,"N",,"JOYSX1","CHANDSN",5000,,,"Y","N","10/10/2016 2:52:24.000000 AM","2/11/2018 11:53:05.000000 PM"
20670,203,229,"Alinity C HC Waste Pump Tubing",,"To detect leaks in the HC Waste Pump tubing","NISSECX",,,,7,"7 days",14,"N",,"NISSECX","NISSECX",5021,,,"Y","N","8/15/2019 9:12:43.000000 AM","8/16/2019 1:52:55.000000 PM"
20530,302,223,"Alinity CI RSM Pick and Load",,"To implement a Predictive Health Notification (PHN) for ALINITY ci Analyzers that will detect Reagent and Sample Manager (RSM) Pick and Load issues before the customer experiences transport issues.","LIJX8",,,,7,"7 days",14,"N",,"LIJX8","LIJX8",5061,,,"Y","N","6/24/2019 9:55:02.000000 AM","8/15/2019 3:53:18.000000 PM"
