PHM_ALGORITHM_ROUTINE_SK,PHM_PATTERNS_SK,PHM_PRODUCT_ROUTINE_SK,PHM_REUSABLE_ROUTINE_SK,ROUTINE_TYPE,ROUTINE_NAME,ROUTINE_DESCRIPTION,RUN_MODE,ROUTINE_FILE_NAME,ROUTINE_INVOKE_COMMAND,MIME_TYPE,REQUEST_DEPLOY,LAST_DEPLOYED_DATE,REQUESTED_USER,PROCEDURE_SOURCE,DEPLOYED_USER,DEPLOYMENT_LOG,DEPLOYED_DATE,DEPLOYMENT_STATUS,LAST_DEPLOYMENT_STATUS,ENABLE_YN,DELETE_FLAG,APP_AUDITS_CREATE_USER,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_USER,APP_AUDITS_MODIFY_DATE
6522,10327,,,,"Storage: Error 61: Waste Chute Obstructed","Storage: Error 61: Waste Chute Obstructed","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
6523,10328,,,,"Storage: Error 62: Tube Drop Failure","Storage: Error 62: Tube Drop Failure","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
6524,10329,,,,"Unreadable Sample ID (BCR 1)","Unreadable Sample ID (BCR 1)","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
6525,10330,,,,"Unreadable Sample ID (BCR 2)","Unreadable Sample ID (BCR 2)","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
6526,10331,,,,"Unreadable Sample ID (BCR 3)","Unreadable Sample ID (BCR 3)","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:03.000000 PM","SYS","1/13/2018 1:21:03.000000 PM"
7012,20024,5020,7640,"Oracle Procedure","APA_3350_Sample Pipettor at Sample Carrier","APA_3350_Sample Pipettor at Sample Carrier","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:21.000000 PM","LIJX8","2/25/2019 8:46:23.000000 PM"
7035,20046,5020,7640,"Oracle Procedure","APA_5101_Vortexer 3","APA_5101_Vortexer 3","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:12.000000 PM","LIJX8","2/25/2019 9:09:51.000000 PM"
7076,20087,5020,7640,"Oracle Procedure","APA_5900_Pipettor Syringe Motor","APA_5900_Pipettor Syringe Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:28.000000 PM","LIJX8","2/25/2019 9:41:50.000000 PM"
5901,381,5060,,"Oracle Procedure","DM Fail CC","Daily Maintenance Fail for CC Platform","Batch","PHM_DM_FAIL_CC_algorithm_V4_28Sep2017.sql","PHM_DM_FAIL_CC_algorithm","application/octet-stream",,"9/18/2017 12:33:32.000000 PM",,"Define New Routine","CHANDSN","Success","1/13/2018 9:20:16.000000 PM","Success","Success","Y","N","HEITZRP","5/5/2017 2:13:37.000000 PM","CHANDSN","2/1/2018 4:37:58.000000 PM"
7003,20015,5020,7640,"Oracle Procedure","APA_3100_Middle Reagent","APA_3100_Middle Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","7/23/2019 6:40:11.000000 PM"
7024,20035,5020,7640,"Oracle Procedure","APA_3700_ Wash Zone 1 wash aspiration error for probes (2)","APA_3700_ Wash Zone 1 wash aspiration error for probes (2)","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:40.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
7036,20047,5020,7640,"Oracle Procedure","APA_5104_STAT Vortexer","APA_5104_STAT Vortexer","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:15.000000 PM","LIJX8","2/25/2019 9:12:03.000000 PM"
7078,20089,5020,7640,"Oracle Procedure","APA_5900_R1 Pipettor Syringe Motor","APA_5900_R1 Pipettor Syringe Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:31.000000 PM","LIJX8","2/25/2019 9:42:43.000000 PM"
7007,20019,5020,7640,"Oracle Procedure","APA_3100_R1 Pipettor at Reagent Carousel","APA_3100_R1 Pipettor at Reagent Carousel","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:09.000000 PM","LIJX8","7/23/2019 6:43:46.000000 PM"
7023,20034,5020,7640,"Oracle Procedure","APA_3700_Wash Zone 1 wash aspiration error for probes (1)","APA_3700_Wash Zone 1 wash aspiration error for probes (1)","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:38.000000 PM","LIJX8","2/25/2019 8:54:16.000000 PM"
7037,20048,5020,7640,"Oracle Procedure","APA_5104_Vortexer 3","APA_5104_Vortexer 3","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:18.000000 PM","LIJX8","2/25/2019 9:12:49.000000 PM"
7079,20090,5020,7640,"Oracle Procedure","APA_5900_R2 Pipettor Syringe Motor","APA_5900_R2 Pipettor Syringe Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:33.000000 PM","LIJX8","2/25/2019 9:43:45.000000 PM"
7004,20016,5020,7640,"Oracle Procedure","APA_3100_Outer Reagent","APA_3100_Outer Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:02.000000 PM","LIJX8","7/23/2019 6:40:52.000000 PM"
7031,20042,5020,7640,"Oracle Procedure","APA_4000_Middle Ring","APA_4000_Middle Ring","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:58.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7051,20062,5020,7640,"Oracle Procedure","APA_5302_Vacuum","APA_5302_Vacuum","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:48.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7055,20066,5020,7640,"Oracle Procedure","APA_5404_Solenoid_32","APA_5404_Solenoid_32","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:55.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7056,20067,5020,7640,"Oracle Procedure","APA_5404_Solenoid_34","APA_5404_Solenoid_34","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:57.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7057,20068,5020,7640,"Oracle Procedure","APA_5404_Solenoid_36","APA_5404_Solenoid_36","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:58.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7058,20069,5020,7640,"Oracle Procedure","APA_5404_Solenoid_42","APA_5404_Solenoid_42","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:00.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7059,20070,5020,7640,"Oracle Procedure","APA_5404_Load 1 Gate","APA_5404_Load 1 Gate","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:01.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7040,20051,5020,7640,"Oracle Procedure","APA_5105_STAT Vortexer","APA_5105_STAT Vortexer","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:25.000000 PM","LIJX8","2/25/2019 9:14:24.000000 PM"
7081,20092,5020,7640,"Oracle Procedure","APA_5900_RV Loader Wheel","APA_5900_RV Loader Wheel","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:36.000000 PM","LIJX8","7/24/2019 6:55:49.000000 PM"
7005,20017,5020,7640,"Oracle Procedure","APA_3100_RV Carousel_RV1","APA_3100_RV Carousel_RV1","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:04.000000 PM","LIJX8","7/23/2019 6:42:33.000000 PM"
7084,20095,5020,7640,"Oracle Procedure","APA_5900_STAT Pipettor Z","APA_5900_STAT Pipettor Z","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:40.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7088,20099,5020,7640,"Oracle Procedure","APA_7000_17 [Reagent Cover Heater]","APA_7000_17 [Reagent Cover Heater]","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:46.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7089,20100,5020,7640,"Oracle Procedure","APA_7001_17 [Reagent Cover Heater]","APA_7001_17 [Reagent Cover Heater]","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:48.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7090,20101,5020,7640,"Oracle Procedure","APA_7001_7 [Reagent Cooler monitoring]","APA_7001_7 [Reagent Cooler monitoring]","Real Time",,,,,,,"Use Reusable Group Routine",,,,,,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:49.000000 PM","SYS","10/5/2018 2:22:28.000000 PM"
7025,20036,5020,7640,"Oracle Procedure","APA_3700_Wash Zone 1 wash aspiration error for probes (3)","APA_3700_Wash Zone 1 wash aspiration error for probes (3)","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:42.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
7043,20054,5020,7640,"Oracle Procedure","APA_5105_Vortexer 3","APA_5105_Vortexer 3","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:01:32.000000 PM","LIJX8","2/25/2019 9:15:27.000000 PM"
7080,20091,5020,7640,"Oracle Procedure","APA_5900_Reagent Carousel Motor","APA_5900_Reagent Carousel Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:34.000000 PM","LIJX8","2/25/2019 9:45:15.000000 PM"
7006,20018,5020,7640,"Oracle Procedure","APA_3100_RV Carousel_RV2","APA_3100_RV Carousel_RV2","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:06.000000 PM","LIJX8","7/23/2019 6:43:06.000000 PM"
6988,20000,5020,7640,"Oracle Procedure","APA_3000_Inner Reagent","APA_3000_Inner Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:33.000000 PM","LIJX8","7/23/2019 6:19:29.000000 PM"
6989,20001,5020,7640,"Oracle Procedure","APA_3000_RV Carousel_RV24","APA_3000_RV Carousel_RV24","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:36.000000 PM","LIJX8","2/25/2019 6:13:22.000000 PM"
6998,20010,5020,7640,"Oracle Procedure","APA_3050_RV Carousel_RV2","APA_3050_RV Carousel_RV2","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:53.000000 PM","LIJX8","2/25/2019 6:28:22.000000 PM"
7009,20021,5020,7640,"Oracle Procedure","APA_3100_RV24","APA_3100_RV24","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:15.000000 PM","LIJX8","7/23/2019 6:45:48.000000 PM"
6990,20002,5020,7640,"Oracle Procedure","APA_3000_Middle Reagent","APA_3000_Middle Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:39.000000 PM","LIJX8","7/23/2019 6:34:43.000000 PM"
6997,20009,5020,7640,"Oracle Procedure","APA_3000_RV Carousel_RV48","APA_3000_RV Carousel_RV48","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:51.000000 PM","LIJX8","2/25/2019 6:15:51.000000 PM"
7085,20096,5020,7640,"Oracle Procedure","APA_5900_STAT Pipettor Syringe Motor","APA_5900_STAT Pipettor Syringe Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:41.000000 PM","LIJX8","2/25/2019 9:46:09.000000 PM"
7010,20022,5020,7640,"Oracle Procedure","APA_3350_Inner Reagent","APA_3350_Inner Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:17.000000 PM","LIJX8","2/25/2019 8:27:00.000000 PM"
6991,20003,5020,7640,"Oracle Procedure","APA_3000_Outer Reagent","APA_3000_Outer Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:41.000000 PM","LIJX8","7/23/2019 6:35:29.000000 PM"
6999,20011,5020,7640,"Oracle Procedure","APA_3050_RV Carousel_R1 Pipettor","APA_3050_RV Carousel_RV2","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:54.000000 PM","LIJX8","7/23/2019 6:38:33.000000 PM"
7086,20097,5020,7640,"Oracle Procedure","APA_5900_STAT Pipettor Z Motor","APA_5900_STAT Pipettor Z Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:43.000000 PM","LIJX8","2/25/2019 9:47:05.000000 PM"
7015,20026,5020,7640,"Oracle Procedure","APA_3350_Middle Reagent","APA_3350_Middle Reagent","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:24.000000 PM","LIJX8","2/25/2019 8:29:04.000000 PM"
6995,20007,5020,7640,"Oracle Procedure","APA_3000_R1 Pipettor at RV2","APA_3000_R1 Pipettor at RV2","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 1:59:48.000000 PM","LIJX8","2/25/2019 5:59:48.000000 PM"
5960,421,5080,,"Oracle Procedure","CC Cuvette LLS Board","CC Cuvette LLS Board","Batch","PHM_CC_CUVETTE_CODE1_PROC_V4_03Oct2017.sql","PHM_CC_CUVETTE_CODE1_PROC","application/octet-stream",,"9/18/2017 1:07:43.000000 PM",,"Define New Routine","CHANDSN","Success","1/13/2018 9:23:40.000000 PM","Success","Success","N","N","CHANDSN","6/15/2017 11:23:13.000000 AM","CHANDSN","12/26/2018 8:13:21.000000 PM"
5964,422,5080,,"Oracle Procedure","CC Cuvette Wash Subassembly","CC Cuvette Wash Subassembly","Batch","PHM_CC_CUVETTE_CODE2_PROC_V4_03Oct2017.sql","PHM_CC_CUVETTE_CODE2_PROC","application/octet-stream",,"9/18/2017 1:11:58.000000 PM",,"Define New Routine","CHANDSN","Success","1/13/2018 9:23:45.000000 PM","Success","Success","N","N","CHANDSN","6/15/2017 11:27:46.000000 AM","CHANDSN","12/26/2018 8:13:16.000000 PM"
5967,423,5080,,"Oracle Procedure","CC Cuvette Status Check - Broken Cuvette","CC Cuvette Status Check - Broken Cuvette","Batch","PHM_CC_CUVETTE_CODE3_PROC_V4_03Oct2017.sql","PHM_CC_CUVETTE_CODE3_PROC","application/octet-stream",,"9/19/2017 2:51:46.000000 AM",,"Define New Routine","CHANDSN","Success","1/13/2018 9:23:48.000000 PM","Success","Success","N","N","CHANDSN","6/15/2017 11:31:59.000000 AM","CHANDSN","12/24/2018 6:46:13.000000 AM"
7844,20352,,,"Oracle Procedure","Ruby APA Generic algorithm","Ruby APA Generic algorithm","Real Time","PHM_RUBY_APA_ALGORITHM.sql","PHM_RUBY_APA_ALGORITHM","application/octet-stream",,,,"Define Reusable Routine","CHANDSN","Success","2/13/2019 12:02:22.000000 PM","Success",,"Y","N","CHANDSN","2/13/2019 11:54:44.000000 AM","LIJX8","6/28/2019 1:05:02.000000 PM"
7847,20353,5201,,"Oracle Procedure","Sapphire APA Group Algorithm","CELL-DYN Ruby Sapphire Group Algorithm","Real Time","PHM_SAPPHIRE_APA_GROUP_ALG.sql","PHM_SAPPHIRE_APA_GROUP_ALG","application/octet-stream",,,,"Define Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:27.000000 PM","Success",,"Y","N","CHANDSN","2/13/2019 11:57:06.000000 AM","LIJX8","6/28/2019 1:06:11.000000 PM"
7829,20351,5200,,"Oracle Procedure","Ruby APA Group Algorithm","CELL-DYN Ruby APA Group Algorithm","Real Time","PHM_RUBY_APA_GROUP_ALGORITHM.sql","PHM_RUBY_APA_GROUP_ALGORITHM","application/octet-stream",,,,"Define Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:31.000000 PM","Success",,"Y","N","CHANDSN","2/13/2019 11:38:07.000000 AM","LIJX8","6/28/2019 1:04:53.000000 PM"
7853,20354,,,"Oracle Procedure","Sapphire APA Generic algorithm","Sapphire APA Generic algorithm","Real Time","PHM_SAPPHIRE_APA_ALG.sql","PHM_SAPPHIRE_APA_ALG","application/octet-stream",,,,"Define Reusable Routine","CHANDSN","Success","2/13/2019 12:02:18.000000 PM","Success",,"Y","N","CHANDSN","2/13/2019 12:01:39.000000 PM","LIJX8","6/28/2019 1:06:02.000000 PM"
7874,20355,,7829,"Oracle Procedure","APA_0840 Vacuum Accumulator #1 Wet","APA_0840 Vacuum Accumulator #1 Wet","Real Time",,"PHM_RUBY_APA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:31.000000 PM","Success",,"Y","N","LIJX8","2/13/2019 1:17:35.000000 PM","LIJX8","6/28/2019 1:03:45.000000 PM"
7883,20356,,7829,"Oracle Procedure","APA_0841 Vacuum Accumulator #2 Wet","APA_0841 Vacuum Accumulator #2 Wet","Real Time",,"PHM_RUBY_APA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:31.000000 PM","Success",,"Y","N","LIJX8","2/13/2019 1:29:26.000000 PM","LIJX8","6/28/2019 1:04:05.000000 PM"
7388,20191,5126,7380,"Oracle Procedure","Alinity IA Process Path Jams 5756","To detect a buildup of process path retries (AimCode: 5756) before the customer begins experiencing process path jams (AIM CODE: 5752 or 5757).","Batch",,"PHM_ICQ_ProcessPathJams_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/29/2018 8:45:35.000000 AM","Success",,"Y","N","CHANDSN","6/29/2018 1:26:51.000000 PM","CHANDSN","9/11/2018 2:01:21.000000 PM"
7394,20192,5126,7380,"Oracle Procedure","Alinity IA Pretreat Path Jams 5756","To detect a buildup of process path retries (AimCode: 5756) before the customer begins experiencing pretreatment path jams (AIM CODE: 5752 or 5757).","Batch",,"PHM_ICQ_ProcessPathJams_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/29/2018 8:45:35.000000 AM","Success",,"Y","N","CHANDSN","6/29/2018 1:40:35.000000 PM","CHANDSN","9/11/2018 2:01:56.000000 PM"
7404,20193,5126,7380,"Oracle Procedure","Alinity IA Process Path Jams 5758","To detect a buildup of process path retries (AimCode: 5758) before the customer begins experiencing process path jams (AIM CODE: 5752 or 5757).","Batch",,"PHM_ICQ_ProcessPathJams_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/29/2018 8:45:35.000000 AM","Success",,"Y","N","CHANDSN","6/29/2018 1:53:39.000000 PM","CHANDSN","9/11/2018 2:02:33.000000 PM"
7416,20194,5126,7380,"Oracle Procedure","Alinity IA Pretreat Path Jams 5758","Detect a buildup of process path retries (AimCode: 5758) before the customer begins experiencing pretreatment path jams (AIM CODE: 5752 or 5757).","Batch",,"PHM_ICQ_ProcessPathJams_PROC",,,,,"Use Reusable Routine","CHANDSN","Success","6/29/2018 8:45:35.000000 AM","Success",,"Y","N","CHANDSN","6/29/2018 2:03:28.000000 PM","CHANDSN","9/11/2018 2:02:52.000000 PM"
7422,20195,,,"Oracle Procedure","Alinity APA IA Generic Algorithm","Generic algorithm(template) for Alinity APA IA algorithm group","Real Time","PHM_ALINITY_APA_IA_ALGORITHM.sql","PHM_ALINITY_APA_IA_ALGORITHM","application/octet-stream",,"6/29/2018 2:54:21.000000 PM",,"Define Reusable Routine","CHANDSN","Success","6/30/2018 9:38:20.000000 PM","Success","Success","N","N","CHANDSN","6/29/2018 2:27:18.000000 PM","CHANDSN","6/30/2018 9:38:20.000000 PM"
7890,20358,,7829,"Oracle Procedure","APA_1100 Tube Dropped During Mixing","APA_1100 Tube Dropped During Mixing","Real Time",,"PHM_RUBY_APA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:31.000000 PM","Success",,"Y","N","LIJX8","2/13/2019 1:38:46.000000 PM","LIJX8","6/28/2019 1:04:45.000000 PM"
7885,20357,,7829,"Oracle Procedure","APA_0843 Rbc Diluent Syringe Overpressure","APA_0843 Rbc Diluent Syringe Overpressure","Real Time",,"PHM_RUBY_APA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:31.000000 PM","Success",,"Y","N","LIJX8","2/13/2019 1:33:10.000000 PM","LIJX8","6/28/2019 1:04:27.000000 PM"
7895,20359,,7847,"Oracle Procedure","APA_0635 Diluent/Sheath Reagent Reservoir #1 Failed to Fill","APA_0635 Diluent&#x2F;Sheath Reagent Reservoir #1 Failed to Fill","Real Time",,"PHM_SAPPHIRE_APA_GROUP_ALG",,,,,"Use Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:27.000000 PM","Success",,"Y","N","LIJX8","2/13/2019 1:45:21.000000 PM","LIJX8","6/28/2019 1:06:47.000000 PM"
7899,20360,,7847,"Oracle Procedure","APA_0636 Diluent/Sheath Reagent Reservoir #2 Failed to Fill","APA_0636 Diluent&#x2F;Sheath Reagent Reservoir #2 Failed to Fill","Real Time",,"PHM_SAPPHIRE_APA_GROUP_ALG",,,,,"Use Reusable Group Routine","CHANDSN","Success","2/13/2019 12:02:27.000000 PM","Success",,"Y","N","LIJX8","2/13/2019 1:48:55.000000 PM","LIJX8","6/28/2019 1:07:00.000000 PM"
5260,107,,,,"Carrier Run Away from Divert Gate ISR 5001","ISR:5001","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:39:30.000000 PM","CHANDSN","11/23/2016 7:17:48.000000 AM"
5264,117,,,,"Carrier Run Away from Prepare Gate ISR 5002","ISR:5002","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:43:10.000000 PM","CHANDSN","11/23/2016 7:17:57.000000 AM"
5268,125,,,,"Carrier Run Away from Return Gate ISR 5006","ISR:5006","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:47:33.000000 PM","CHANDSN","11/23/2016 7:18:27.000000 AM"
5278,98,,,,"Carrier Runaway - Load Gate RIM 0B02","RIM:0B02","Batch",,,,,,,"Define New Routine",,,,,,"N","N","PRAKAJX4","10/9/2016 1:55:21.000000 PM","CHANDSN","11/23/2016 7:18:36.000000 AM"
