MODULESNDRM,CUVETTETYPE,MAX(C4MIDDLE.FLAG_DATE),FLAGGED
"C1696081","c16-aline",6/19/2019 9:41:08 PM,0
"C1601040","c16-aline",6/19/2019 5:32:16 PM,0
"C1601855","c16-aline",6/17/2019 5:01:46 PM,0
"C1600862","c16-aline",6/13/2019 11:05:02 AM,0
"C1601537","c16-aline",6/17/2019 10:24:18 AM,0
"C1601445","c16-aline",6/17/2019 5:11:51 PM,0
"C1601090","c16-aline",6/19/2019 12:11:47 PM,0
"C1600805","c16-aline",6/19/2019 7:17:28 AM,0
"C1685016","c16-aline",6/19/2019 10:06:39 PM,0
"C1600538","c16-aline",6/19/2019 5:46:30 AM,0
"C1601814","c16-aline",6/17/2019 10:02:45 AM,0
"C1601759","c16-aline",6/15/2019 2:43:20 PM,0
"C1600521","c16-aline",6/18/2019 6:57:52 PM,0
"C1696252","c16-aline",6/19/2019 10:10:46 PM,0
"C1601216","c16-aline",6/18/2019 12:05:43 PM,0
"C1601138","c16-aline",6/19/2019 6:01:35 AM,0
"C1601618","c16-aline",6/17/2019 8:49:14 AM,0
"C1601804","c16-aline",6/18/2019 10:11:46 PM,0
"C1601194","c16-aline",6/15/2019 1:54:05 AM,0
"C1601876","c16-aline",6/19/2019 5:59:31 AM,0
"C1600299","c16-aline",6/17/2019 10:12:04 AM,0
"C1601599","c16-aline",6/15/2019 11:01:58 AM,0
"C1697031","c16-aline",6/19/2019 7:23:06 PM,0
"C1601362","c16-aline",6/16/2019 1:02:31 PM,0
"C1600653","c16-aline",6/13/2019 11:02:17 AM,0
"C1600386","c16-aline",6/18/2019 2:49:17 PM,0
"C1600083","c16-aline",6/19/2019 2:32:08 AM,0
"C1601223","c16-aline",6/13/2019 9:26:17 PM,0
"C1600573","c16-aline",6/17/2019 12:13:36 PM,0
"C1600857","c16-aline",6/19/2019 12:17:02 PM,0
"C1601676","c16-aline",6/19/2019 6:24:46 PM,0
"C1601101","c16-aline",6/19/2019 3:35:36 AM,0
"C1600947","c16-aline",6/18/2019 10:15:29 AM,0
"C1601627","c16-aline",6/19/2019 8:23:31 AM,0
"C1600204","c16-aline",6/19/2019 6:02:25 AM,0
"C1600774","c16-aline",6/15/2019 4:31:10 PM,0
"C1600813","c16-aline",6/18/2019 5:42:20 PM,0
"C1600957","c16-aline",6/18/2019 6:28:32 PM,0
"C1601289","c16-aline",6/19/2019 8:55:01 PM,0
"C1600070","c16-aline",6/19/2019 10:43:50 PM,0
"C1601450","c16-aline",6/17/2019 10:44:02 PM,0
"C1600414","c16-aline",6/19/2019 7:33:31 AM,0
"C1600760","c16-aline",6/15/2019 12:43:12 AM,0
"C1600622","c16-aline",6/16/2019 10:36:49 AM,0
"C1600572","c16-aline",6/16/2019 1:07:20 AM,0
"C1601095","c16-aline",6/19/2019 6:02:13 AM,0
"C1601735","c16-aline",6/19/2019 6:32:22 PM,0
"C1601320","c16-aline",6/18/2019 7:33:39 PM,0
"C1696005","c16-aline",6/19/2019 3:37:14 PM,0
"C1600327","c16-aline",6/19/2019 4:58:51 PM,0
"C1600539","c16-aline",6/19/2019 6:01:39 AM,0
"C1697034","c16-aline",6/19/2019 6:21:55 PM,0
"C1601193","c16-aline",6/14/2019 4:34:29 PM,0
"C1600167","c16-aline",6/19/2019 10:40:45 PM,0
"C1601017","c16-aline",6/19/2019 1:34:59 PM,0
"C1601122","c16-aline",6/19/2019 12:19:12 PM,0
"C1601715","c16-aline",6/19/2019 5:11:52 PM,0
"C1697003","c16-aline",6/13/2019 6:22:50 PM,0
"C1600953","c16-aline",6/18/2019 6:10:42 PM,0
"C1601614","c16-aline",6/17/2019 10:25:30 PM,0
"C1601091","c16-aline",6/13/2019 12:01:44 PM,0
"C1601650","c16-aline",6/18/2019 3:18:46 PM,0
"C1601318","c16-aline",6/19/2019 4:26:53 PM,0
"C1601068","c16-aline",6/19/2019 1:34:27 PM,0
"C1601868","c16-aline",6/19/2019 4:24:41 PM,0
"C1600990","c16-aline",6/18/2019 2:58:55 PM,0
"C1601093","c16-aline",6/19/2019 4:58:11 PM,0
"C1601255","c16-aline",6/19/2019 5:05:33 PM,0
"C1600851","c16-aline",6/19/2019 12:40:38 PM,0
"C1600706","c16-aline",6/19/2019 3:02:00 AM,0
"C1601732","c16-aline",6/14/2019 4:35:04 PM,0
"C1601370","c16-aline",6/19/2019 1:54:02 PM,0
"C1601684","c16-aline",6/14/2019 4:34:30 PM,0
"C1600844","c16-aline",6/19/2019 3:49:00 PM,0
"C1696186","c16-aline",6/19/2019 10:06:48 PM,0
"C1696188","c16-aline",6/19/2019 3:03:06 PM,0
"C1600236","c16-aline",6/17/2019 12:09:03 PM,0
"C1600877","c16-aline",6/18/2019 12:11:43 PM,0
"C1601385","c16-aline",6/19/2019 12:24:43 PM,0
"C1600576","c16-aline",6/19/2019 10:34:12 AM,0
"C1601830","c16-aline",6/19/2019 11:08:02 AM,0
"C1601534","c16-aline",6/19/2019 12:30:28 AM,0
"C1600544","c16-aline",6/19/2019 5:50:47 PM,0
"C1601750","c16-aline",6/16/2019 4:07:49 PM,0
"C1601852","c16-aline",6/16/2019 4:28:11 PM,0
"C1600342","c16-aline",6/19/2019 5:18:00 PM,0
"C1696055","c16-aline",6/19/2019 10:03:19 PM,0
"C1600820","c16-aline",6/19/2019 4:31:42 AM,0
"C1600797","c16-aline",6/18/2019 9:23:00 PM,0
"C1696024","c16-aline",6/19/2019 7:44:30 PM,0
"C1696246","c16-aline",6/19/2019 3:40:05 PM,0
"C1600895","c16-aline",6/15/2019 1:15:55 PM,0
"C1696299","c16-aline",6/19/2019 8:34:59 PM,0
"C1601558","c16-aline",6/19/2019 8:11:36 PM,0
"C1601124","c16-aline",6/19/2019 4:36:02 PM,0
"C1601726","c16-aline",6/15/2019 2:43:41 PM,0
"C1600894","c16-aline",6/19/2019 1:03:11 PM,0
"C1690117","c16-aline",6/19/2019 9:49:39 PM,0
"C1601888","c16-aline",6/19/2019 5:10:16 PM,0
"C1601834","c16-aline",6/19/2019 2:30:04 PM,0
"C1600620","c16-aline",6/14/2019 9:03:31 PM,0
"C1601508","c16-aline",6/19/2019 7:06:54 PM,0
"C1696088","c16-aline",6/19/2019 11:30:54 AM,0
"C1601687","c16-aline",6/19/2019 1:03:38 PM,0
"C1601133","c16-aline",6/19/2019 2:26:57 PM,0
"C1601470","c16-aline",6/19/2019 2:30:29 PM,0
"C1600661","c16-aline",6/19/2019 5:55:19 PM,0
"C1601049","c16-aline",6/15/2019 12:32:34 PM,0
"C1690140","c16-aline",6/19/2019 2:08:41 PM,0
"C1601544","c16-aline",6/16/2019 12:15:53 PM,0
"C1600816","c16-aline",6/17/2019 11:03:13 PM,0
"C1601103","c16-aline",6/17/2019 2:13:09 AM,0
"C1600422","c16-aline",6/17/2019 10:39:03 PM,0
"C1600312","c16-aline",6/19/2019 3:49:41 PM,0
"C1600339","c16-aline",6/19/2019 7:31:59 PM,0
"C1600886","c16-aline",6/19/2019 11:06:06 AM,0
"C1699005","c16-aline",6/18/2019 5:02:34 PM,0
"C1692024","c16-aline",6/19/2019 9:53:34 PM,0
"C1600794","c16-aline",6/19/2019 10:14:33 AM,0
"C1601175","c16-aline",6/19/2019 2:45:42 PM,0
"C1600596","c16-aline",6/15/2019 10:51:13 AM,0
"C1600745","c16-aline",6/15/2019 1:52:57 PM,0
"C1697164","c16-aline",6/19/2019 4:08:35 PM,0
"C1601376","c16-aline",6/17/2019 10:05:34 AM,0
"C1600842","c16-aline",6/19/2019 12:05:38 PM,0
"C1600814","c16-aline",6/18/2019 4:00:21 PM,0
"C1696261","c16-aline",6/15/2019 5:25:04 PM,0
"C1600532","c16-aline",6/17/2019 11:17:45 PM,0
"C1601161","c16-aline",6/19/2019 8:01:11 PM,0
"C1600071","c16-aline",6/19/2019 10:27:22 PM,0
"C1600511","c16-aline",6/17/2019 1:28:51 PM,0
"C1600782","c16-aline",6/19/2019 9:35:15 PM,0
"C1600308","c16-aline",6/16/2019 12:41:00 PM,0
"C1601406","c16-aline",6/19/2019 7:44:39 PM,0
"C1601120","c16-aline",6/18/2019 10:49:36 AM,0
"C1696110","c16-aline",6/19/2019 8:54:36 PM,0
"C1696227","c16-aline",6/19/2019 8:47:11 PM,0
"C1696104","c16-aline",6/19/2019 4:45:06 PM,0
"C1601245","c16-aline",6/19/2019 8:20:40 PM,0
"C1690020","c16-aline",6/19/2019 9:58:34 PM,0
"C1696180","c16-aline",6/19/2019 9:49:41 PM,0
"C1601628","c16-aline",6/19/2019 4:03:04 AM,0
"C1600689","c16-aline",6/19/2019 8:28:39 PM,0
"C1601446","c16-aline",6/18/2019 11:56:06 PM,0
"C1600879","c16-aline",6/12/2019 5:08:00 PM,0
"C1601724","c16-aline",6/19/2019 2:06:13 PM,0
"C1601843","c16-aline",6/17/2019 3:59:02 PM,0
"C1601266","c16-aline",6/12/2019 4:54:14 PM,0
"C1600727","c16-aline",6/18/2019 2:50:20 PM,0
"C1600672","c16-aline",6/18/2019 9:53:11 AM,0
"C1600641","c16-aline",6/19/2019 4:52:40 AM,0
"C1600773","c16-aline",6/19/2019 5:23:16 PM,0
"C1692013","c16-aline",6/19/2019 5:25:48 PM,0
"C1692039","c16-aline",6/19/2019 2:50:30 PM,0
"C1601604","c16-aline",6/19/2019 8:54:31 PM,0
"C1601662","c16-aline",6/13/2019 11:59:36 AM,0
"C1696177","c16-aline",6/19/2019 4:04:48 PM,0
"C1600954","c16-aline",6/12/2019 1:47:12 PM,1
"C1600903","c16-bline",6/12/2019 3:04:24 PM,0
"C1600941","c16-bline",6/12/2019 3:02:41 PM,0
"C1601309","c16-bline",6/19/2019 5:09:19 PM,0
"C1601587","c16-bline",6/19/2019 5:09:56 PM,0
"C1601266","c16-bline",6/12/2019 4:54:32 PM,0
"C1600656","c16-bline",6/15/2019 5:12:16 PM,0
"C1601644","c16-bline",6/17/2019 12:23:23 PM,0
"C1601310","c16-bline",6/12/2019 5:26:31 PM,0
"C1601315","c16-bline",6/16/2019 8:24:32 AM,0
"C1600811","c16-bline",6/19/2019 3:29:27 PM,0
"C1601132","c16-bline",6/18/2019 4:50:04 PM,0
"C1696105","c16-bline",6/19/2019 9:21:27 PM,0
"C1601262","c16-bline",6/18/2019 4:53:05 PM,0
"C1692015","c16-bline",6/19/2019 9:52:29 PM,0
"C1601438","c16-bline",6/12/2019 5:34:53 PM,0
"C1600557","c16-bline",6/12/2019 5:07:30 PM,0
"C1601338","c16-bline",6/19/2019 3:45:49 AM,0
"C1696120","c16-bline",6/19/2019 9:57:55 PM,0
"C1600510","c16-bline",6/17/2019 5:17:21 PM,0
"C1601150","c16-bline",6/18/2019 9:31:45 AM,0
"C1601335","c16-bline",6/16/2019 12:57:30 PM,0
"C1600515","c16-bline",6/16/2019 10:09:12 AM,0
"C1600959","c16-bline",6/19/2019 4:27:44 PM,0
"C1696342","c16-bline",6/19/2019 5:04:19 PM,0
"C1601574","c16-bline",6/12/2019 2:09:05 PM,0
"C1600706","c16-bline",6/19/2019 3:03:30 AM,0
"C1601523","c16-bline",6/13/2019 5:03:33 PM,0
"C1696053","c16-bline",6/19/2019 5:31:56 PM,0
"C1696078","c16-bline",6/19/2019 5:01:21 PM,0
"C1601213","c16-bline",6/19/2019 5:02:00 PM,0
"C1601770","c16-bline",6/18/2019 10:05:51 PM,0
"C1600390","c16-bline",6/19/2019 9:55:33 AM,0
"C1601199","c16-bline",6/13/2019 9:37:13 AM,0
"C1600325","c16-bline",6/12/2019 11:11:59 PM,0
"C1600050","c16-bline",6/19/2019 5:11:37 PM,0
"C1601707","c16-bline",6/16/2019 5:03:28 PM,0
"C1601198","c16-bline",6/19/2019 5:32:32 PM,0
"C1600803","c16-bline",6/19/2019 1:53:08 AM,0
"C1601772","c16-bline",6/18/2019 10:50:32 PM,0
"C1600293","c16-bline",6/15/2019 10:55:59 AM,0
"C1600326","c16-bline",6/19/2019 2:38:12 PM,0
"C1600586","c16-bline",6/18/2019 10:01:50 PM,0
"C1696216","c16-bline",6/19/2019 4:42:47 PM,0
"C1600431","c16-bline",6/19/2019 1:38:58 PM,0
"C1600935","c16-bline",6/13/2019 11:07:35 AM,0
"C1600880","c16-bline",6/17/2019 12:07:32 PM,0
"C1699008","c16-bline",6/18/2019 5:04:37 PM,0
"C1600538","c16-bline",6/19/2019 6:01:36 AM,0
"C1601755","c16-bline",6/19/2019 12:19:08 PM,0
"C1600956","c16-bline",6/18/2019 10:11:32 AM,0
"C1600982","c16-bline",6/18/2019 8:10:02 AM,0
"C1601759","c16-bline",6/15/2019 3:06:03 PM,0
"C1600623","c16-bline",6/19/2019 4:31:12 PM,0
"C1600845","c16-bline",6/19/2019 4:56:34 AM,0
"C1600304","c16-bline",6/14/2019 7:05:09 PM,0
"C1601388","c16-bline",6/19/2019 3:30:28 PM,0
"C1601261","c16-bline",6/19/2019 9:04:59 PM,0
"C1600843","c16-bline",6/17/2019 12:14:17 PM,0
"C1601340","c16-bline",6/19/2019 3:45:18 AM,0
"C1601347","c16-bline",6/19/2019 1:37:28 PM,0
"C1600819","c16-bline",6/18/2019 5:31:12 PM,0
"C1600835","c16-bline",6/19/2019 6:01:29 AM,0
"C1600299","c16-bline",6/17/2019 10:06:36 AM,0
"C1601680","c16-bline",6/17/2019 4:06:21 PM,0
"C1601538","c16-bline",6/19/2019 10:20:59 AM,0
"C1699010","c16-bline",6/19/2019 5:39:50 PM,0
"C1600369","c16-bline",6/19/2019 4:11:50 PM,0
"C1601630","c16-bline",6/19/2019 5:56:05 AM,0
"C1601435","c16-bline",6/19/2019 4:12:31 AM,0
"C1600856","c16-bline",6/19/2019 6:02:05 AM,0
"C1600562","c16-bline",6/17/2019 12:14:33 PM,0
"C1600344","c16-bline",6/19/2019 7:45:31 PM,0
"C1697031","c16-bline",6/19/2019 7:23:24 PM,0
"C1600474","c16-bline",6/19/2019 5:03:59 PM,0
"C1601813","c16-bline",6/17/2019 5:09:00 PM,0
"C1600288","c16-bline",6/18/2019 9:41:11 PM,0
"C1601688","c16-bline",6/17/2019 11:13:58 AM,0
"C1600772","c16-bline",6/18/2019 10:02:09 PM,0
"C1600885","c16-bline",6/17/2019 1:02:27 AM,0
"C1600553","c16-bline",6/19/2019 5:54:19 AM,0
"C1601800","c16-bline",6/19/2019 10:20:56 AM,0
"C1696309","c16-bline",6/19/2019 5:51:59 PM,0
"C1696009","c16-bline",6/19/2019 5:34:19 PM,0
"C1600427","c16-bline",6/19/2019 12:16:34 PM,0
"C1600695","c16-bline",6/19/2019 12:05:50 AM,0
"C1696082","c16-bline",6/19/2019 9:37:15 PM,0
"C1601136","c16-bline",6/19/2019 6:02:18 AM,0
"C1600931","c16-bline",6/14/2019 3:59:30 PM,0
"C1600783","c16-bline",6/19/2019 3:47:03 PM,0
"C1600943","c16-bline",6/19/2019 12:15:00 PM,0
"C1600936","c16-bline",6/13/2019 11:08:10 AM,0
"C1601604","c16-bline",6/19/2019 9:10:23 PM,0
"C1600533","c16-bline",6/17/2019 10:13:18 AM,0
"C1600340","c16-bline",6/19/2019 10:24:02 AM,0
"C1601703","c16-bline",6/19/2019 5:25:54 PM,0
"C1696295","c16-bline",6/19/2019 7:03:59 PM,0
"C1601858","c16-bline",6/19/2019 8:02:29 PM,0
"C1600661","c16-bline",6/19/2019 5:55:14 PM,0
"C1685027","c16-bline",6/19/2019 8:19:16 PM,0
"C1696165","c16-bline",6/19/2019 3:27:21 PM,0
"C1600852","c16-bline",6/19/2019 8:49:45 PM,0
"C1600774","c16-bline",6/15/2019 4:44:36 PM,0
"C1601068","c16-bline",6/19/2019 1:19:05 PM,0
"C1690040","c16-bline",6/19/2019 9:50:52 PM,0
"C1600247","c16-bline",6/13/2019 11:58:52 AM,0
"C1697171","c16-bline",6/19/2019 12:34:38 PM,0
"C1601281","c16-bline",6/19/2019 5:01:16 PM,0
"C1685010","c16-bline",6/19/2019 9:30:36 PM,0
"C1601700","c16-bline",6/19/2019 10:37:59 AM,0
"C1696325","c16-bline",6/19/2019 6:07:02 PM,0
"C1697003","c16-bline",6/19/2019 7:22:17 PM,0
"C1600324","c16-bline",6/19/2019 2:01:45 PM,0
"C1600671","c16-bline",6/19/2019 9:37:57 AM,0
"C1601692","c16-bline",6/17/2019 4:11:22 PM,0
"C1600521","c16-bline",6/18/2019 6:56:40 PM,0
"C1600667","c16-bline",6/14/2019 1:45:21 PM,0
"C1601117","c16-bline",6/19/2019 4:36:24 PM,0
"C1691007","c16-bline",6/19/2019 8:00:39 PM,0
"C1601786","c16-bline",6/19/2019 9:04:13 PM,0
"C1600144","c16-bline",6/19/2019 9:05:58 AM,0
"C1601366","c16-bline",6/14/2019 3:20:09 PM,0
"C1696248","c16-bline",6/19/2019 10:04:37 PM,0
"C1601409","c16-bline",6/19/2019 6:17:06 PM,0
"C1696164","c16-bline",6/19/2019 9:01:50 PM,0
"C1601828","c16-bline",6/17/2019 1:20:12 PM,0
"C1601624","c16-bline",6/17/2019 9:49:29 PM,0
"C1601888","c16-bline",6/19/2019 3:19:27 PM,0
"C1601549","c16-bline",6/18/2019 12:27:16 PM,0
"C1601850","c16-bline",6/18/2019 5:05:43 PM,0
"C1696280","c16-bline",6/19/2019 4:57:06 PM,0
"C1600716","c16-bline",6/19/2019 5:06:49 PM,0
"C1600816","c16-bline",6/18/2019 12:49:50 AM,0
"C1697172","c16-bline",6/19/2019 9:50:40 PM,0
"C1600604","c16-bline",6/19/2019 5:32:38 PM,0
"C1600425","c16-bline",6/19/2019 1:02:27 AM,0
"C1601491","c16-bline",6/15/2019 11:14:38 AM,0
"C1692024","c16-bline",6/19/2019 9:53:48 PM,0
"C1696232","c16-bline",6/19/2019 4:57:14 PM,0
"C1696223","c16-bline",6/19/2019 9:28:03 PM,0
"C1601118","c16-bline",6/19/2019 10:14:05 AM,0
"C1696230","c16-bline",6/19/2019 9:55:19 PM,0
"C1600864","c16-bline",6/16/2019 11:02:06 AM,0
"C1600637","c16-bline",6/19/2019 7:09:14 PM,0
"C1690148","c16-bline",6/19/2019 10:01:34 PM,0
"C1601406","c16-bline",6/19/2019 8:01:51 PM,0
"C1696227","c16-bline",6/19/2019 8:47:02 PM,0
"C1696033","c16-bline",6/19/2019 4:47:55 PM,0
"C1600808","c16-bline",6/19/2019 11:00:30 AM,0
"C1601314","c16-bline",6/19/2019 2:29:21 PM,0
"C1696073","c16-bline",6/19/2019 8:42:45 PM,0
"C1600677","c16-bline",6/19/2019 7:13:22 AM,0
"C1696172","c16-bline",6/19/2019 5:15:54 PM,0
"C1601245","c16-bline",6/19/2019 8:21:29 PM,0
"C1696237","c16-bline",6/19/2019 4:57:12 PM,0
"C1600853","c16-bline",6/14/2019 4:14:36 PM,0
"C1601720","c16-bline",6/19/2019 5:25:24 PM,0
"C1601901","c16-bline",6/18/2019 7:53:28 PM,0
"C1601898","c16-bline",6/19/2019 5:13:06 PM,0
"C1601135","c16-bline",6/12/2019 3:37:39 PM,1
"C1601288","c16-bline",6/18/2019 3:15:17 PM,0
"C1601517","c16-bline",6/13/2019 11:55:22 AM,0
"C1600948","c16-bline",6/19/2019 4:38:05 PM,0
"C1600698","c16-bline",6/19/2019 7:23:19 AM,0
"C1601102","c16-bline",6/18/2019 2:12:53 AM,0
"C1601065","c16-bline",6/17/2019 10:12:36 AM,0
"C1600305","c16-bline",6/17/2019 10:12:13 AM,0
"C1601297","c16-bline",6/14/2019 2:27:07 PM,0
"C1696136","c16-bline",6/19/2019 8:43:29 PM,0
"C1601329","c16-bline",6/18/2019 2:12:49 PM,0
"C1601874","c16-bline",6/15/2019 12:30:26 AM,0
"C1696238","c16-bline",6/19/2019 9:41:44 PM,0
"C1696231","c16-bline",6/19/2019 4:34:28 PM,0
"C1600492","c16-bline",6/19/2019 8:59:39 PM,0
"C1600757","c16-bline",6/12/2019 2:00:58 PM,0
"C1601763","c16-bline",6/18/2019 12:13:47 PM,0
"C1601408","c16-bline",6/12/2019 3:25:55 PM,0
"C1600250","c16-bline",6/14/2019 5:38:23 AM,1
"C1601553","c16-bline",6/12/2019 4:42:44 PM,1
"C1601039","c16-aline",6/19/2019 5:08:48 PM,0
"C1601312","c16-aline",6/16/2019 5:08:07 PM,0
"C1696157","c16-aline",6/19/2019 8:03:55 PM,0
"C1600812","c16-aline",6/12/2019 5:12:52 PM,0
"C1601111","c16-aline",6/13/2019 2:09:08 PM,0
"C1601359","c16-aline",6/19/2019 5:06:42 PM,0
"C1600694","c16-aline",6/15/2019 4:55:05 PM,0
"C1601642","c16-aline",6/16/2019 5:30:40 PM,0
"C1600887","c16-aline",6/16/2019 3:59:52 PM,0
"C1601007","c16-aline",6/18/2019 4:28:41 PM,0
"C1690143","c16-aline",6/19/2019 7:49:26 PM,0
"C1601045","c16-aline",6/12/2019 2:39:01 PM,0
"C1600926","c16-aline",6/14/2019 5:10:19 PM,0
"C1601238","c16-aline",6/19/2019 5:12:42 PM,0
"C1696093","c16-aline",6/19/2019 7:07:05 PM,0
"C1692015","c16-aline",6/19/2019 9:51:44 PM,0
"C1696118","c16-aline",6/19/2019 4:16:30 PM,0
"C1601899","c16-aline",6/17/2019 12:56:28 PM,0
"C1600376","c16-aline",6/19/2019 4:37:59 PM,0
"C1600337","c16-aline",6/19/2019 3:24:39 PM,0
"C1696120","c16-aline",6/19/2019 9:57:56 PM,0
"C1601187","c16-aline",6/18/2019 12:13:29 PM,0
"C1601873","c16-aline",6/19/2019 6:25:11 PM,0
"C1600455","c16-aline",6/14/2019 7:30:22 PM,0
"C1601581","c16-aline",6/19/2019 5:31:27 PM,0
"C1600974","c16-aline",6/19/2019 8:54:12 PM,0
"C1696137","c16-aline",6/19/2019 4:51:08 PM,0
"C1696138","c16-aline",6/19/2019 10:00:58 PM,0
"C1600274","c16-aline",6/19/2019 4:21:07 PM,0
"C1696078","c16-aline",6/19/2019 4:37:16 PM,0
"C1601770","c16-aline",6/18/2019 10:05:42 PM,0
"C1600079","c16-aline",6/19/2019 4:07:08 PM,0
"C1600081","c16-aline",6/19/2019 6:28:05 AM,0
"C1601672","c16-aline",6/13/2019 5:32:17 PM,0
"C1600249","c16-aline",6/19/2019 5:00:23 AM,0
"C1600698","c16-aline",6/19/2019 7:22:43 AM,0
"C1600541","c16-aline",6/19/2019 6:01:43 AM,0
"C1600392","c16-aline",6/18/2019 7:28:14 AM,0
"C1601372","c16-aline",6/19/2019 4:33:36 PM,0
"C1600648","c16-aline",6/13/2019 11:06:02 AM,0
"C1600935","c16-aline",6/13/2019 11:07:04 AM,0
"C1600326","c16-aline",6/19/2019 2:38:17 PM,0
"C1600476","c16-aline",6/18/2019 7:08:56 PM,0
"C1600172","c16-aline",6/18/2019 5:29:40 PM,0
"C1601119","c16-aline",6/15/2019 10:45:09 AM,0
"C1600239","c16-aline",6/18/2019 11:13:34 AM,0
"C1601302","c16-aline",6/13/2019 11:09:11 AM,0
"C1601330","c16-aline",6/17/2019 10:15:11 AM,0
"C1600975","c16-aline",6/18/2019 6:29:32 PM,0
"C1600388","c16-aline",6/18/2019 10:07:14 AM,0
"C1600613","c16-aline",6/17/2019 1:08:26 AM,0
"C1601340","c16-aline",6/19/2019 3:44:42 AM,0
"C1600684","c16-aline",6/19/2019 5:03:04 AM,0
"C1601347","c16-aline",6/19/2019 1:37:24 PM,0
"C1601350","c16-aline",6/14/2019 7:10:55 PM,0
"C1699010","c16-aline",6/19/2019 5:39:55 PM,0
"C1600090","c16-aline",6/19/2019 3:47:26 AM,0
"C1600802","c16-aline",6/19/2019 7:27:07 AM,0
"C1600438","c16-aline",6/13/2019 11:03:28 AM,0
"C1601195","c16-aline",6/13/2019 11:06:21 AM,0
"C1600900","c16-aline",6/19/2019 2:32:42 AM,0
"C1600383","c16-aline",6/14/2019 2:31:37 PM,0
"C1601845","c16-aline",6/17/2019 10:25:38 AM,0
"C1601387","c16-aline",6/18/2019 10:18:09 AM,0
"C1601307","c16-aline",6/19/2019 6:01:55 AM,0
"C1601352","c16-aline",6/19/2019 6:01:54 AM,0
"C1685061","c16-aline",6/19/2019 11:13:27 AM,0
"C1600790","c16-aline",6/19/2019 8:52:32 PM,0
"C1601789","c16-aline",6/19/2019 10:34:28 PM,0
"C1600863","c16-aline",6/19/2019 8:06:01 PM,0
"C1696282","c16-aline",6/19/2019 9:29:39 PM,0
"C1601547","c16-aline",6/19/2019 5:32:47 PM,0
"C1601064","c16-aline",6/18/2019 10:05:48 AM,0
"C1600929","c16-aline",6/18/2019 5:42:22 PM,0
"C1601673","c16-aline",6/17/2019 5:10:41 PM,0
"C1600943","c16-aline",6/19/2019 12:15:02 PM,0
"C1600253","c16-aline",6/13/2019 11:00:45 AM,0
"C1600985","c16-aline",6/19/2019 9:58:04 AM,0
"C1601295","c16-aline",6/19/2019 9:13:19 PM,0
"C1600116","c16-aline",6/13/2019 10:01:50 AM,0
"C1696318","c16-aline",6/19/2019 10:01:09 PM,0
"C1696134","c16-aline",6/19/2019 6:38:28 PM,0
"C1696328","c16-aline",6/19/2019 9:18:46 PM,0
"C1696286","c16-aline",6/19/2019 9:14:08 PM,0
"C1601515","c16-aline",6/19/2019 5:15:04 AM,0
"C1696306","c16-aline",6/19/2019 8:45:05 PM,0
"C1601236","c16-aline",6/18/2019 2:06:12 AM,0
"C1601786","c16-aline",6/19/2019 9:04:08 PM,0
"C1696301","c16-aline",6/19/2019 5:57:39 PM,0
"C1685025","c16-aline",6/19/2019 4:50:43 PM,0
"C1696136","c16-aline",6/19/2019 9:30:38 PM,0
"C1600559","c16-aline",6/16/2019 11:15:31 AM,0
"C1697013","c16-aline",6/19/2019 9:12:56 PM,0
"C1601483","c16-aline",6/18/2019 10:08:25 PM,0
"C1697166","c16-aline",6/19/2019 4:04:50 PM,0
"C1601092","c16-aline",6/19/2019 4:42:59 PM,0
"C1697028","c16-aline",6/19/2019 5:21:54 PM,0
"C1601052","c16-aline",6/18/2019 3:21:56 PM,0
"C1600365","c16-aline",6/19/2019 5:00:51 PM,0
"C1601073","c16-aline",6/17/2019 11:17:18 AM,0
"C1601179","c16-aline",6/19/2019 5:17:20 PM,0
"C1601566","c16-aline",6/18/2019 12:04:48 PM,0
"C1696325","c16-aline",6/19/2019 6:06:53 PM,0
"C1601835","c16-aline",6/19/2019 2:40:29 PM,0
"C1601588","c16-aline",6/19/2019 4:58:53 PM,0
"C1690133","c16-aline",6/19/2019 6:41:07 PM,0
"C1601542","c16-aline",6/19/2019 12:22:00 PM,0
"C1690139","c16-aline",6/19/2019 10:09:04 PM,0
"C1601725","c16-aline",6/18/2019 2:39:09 PM,0
"C1600374","c16-aline",6/19/2019 4:49:31 PM,0
"C1601486","c16-aline",6/17/2019 1:55:04 PM,0
"C1600499","c16-aline",6/17/2019 10:45:12 AM,0
"C1601271","c16-aline",6/19/2019 2:56:36 PM,0
"C1601118","c16-aline",6/19/2019 5:37:23 AM,0
"C1600891","c16-aline",6/19/2019 4:25:38 PM,0
"C1600076","c16-aline",6/18/2019 5:03:52 AM,0
"C1601426","c16-aline",6/19/2019 6:01:23 PM,0
"C1696239","c16-aline",6/19/2019 8:17:33 PM,0
"C1601117","c16-aline",6/19/2019 4:36:28 PM,0
"C1600423","c16-aline",6/15/2019 11:07:36 AM,0
"C1601557","c16-aline",6/14/2019 4:38:16 PM,0
"C1601210","c16-aline",6/19/2019 5:21:38 PM,0
"C1601543","c16-aline",6/18/2019 12:27:23 PM,0
"C1601619","c16-aline",6/19/2019 7:08:02 PM,0
"C1601218","c16-aline",6/18/2019 12:10:04 PM,0
"C1690150","c16-aline",6/19/2019 9:51:14 PM,0
"C1696222","c16-aline",6/19/2019 4:43:09 PM,0
"C1601493","c16-aline",6/19/2019 3:16:49 PM,0
"C1600690","c16-aline",6/19/2019 1:49:01 PM,0
