SQL Statement which produced this data:
  select 
      *
  from 
      svc_phm_owner.phm_threshold_parameter;

PHM_THR_PAR_SK,PHM_D_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,PARAMETER_GROUP_NAME,PARAMETER_NAME,PARAMETER_VALUES,DELETE_FLAG,APP_AUDITS_CREATE_USER,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_USER,APP_AUDITS_MODIFY_DATE
8189,1040,84,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8190,1040,84,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8191,1040,84,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8192,1040,84,"A3600","IHN_LEVEL3_DESC","Carrier At STAT Input Gate in Incorrect Status ISR 5012","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8193,1040,85,"A3600","ERROR_CODE_VALUE","501E","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8194,1040,85,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8195,1040,85,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8196,1040,85,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8197,1040,85,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8198,1040,85,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8199,1040,85,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8200,1040,85,"A3600","IHN_LEVEL3_DESC","Carrier Not Arrived at Barcode Reader Gate from Prepare Gate ISR 501E","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8201,1040,86,"A3600","ERROR_CODE_VALUE","5020","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8202,1040,86,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8203,1040,86,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8204,1040,86,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8205,1040,86,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8206,1040,86,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8207,1040,86,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8208,1040,86,"A3600","IHN_LEVEL3_DESC","Carrier Not Arrived at Barcode Reader Gate from Priority Input Gate ISR 5020","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8209,1040,87,"A3600","ERROR_CODE_VALUE","501F","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8210,1040,87,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8211,1040,87,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8212,1040,87,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8213,1040,87,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8214,1040,87,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8215,1040,87,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8216,1040,87,"A3600","IHN_LEVEL3_DESC","Carrier Not Arrived at Barcode Reader Gate from Return Gate ISR 501F","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8217,1040,89,"A3600","ERROR_CODE_VALUE","5013","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8218,1040,89,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8219,1040,89,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8220,1040,89,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8221,1040,89,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8222,1040,89,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8223,1040,89,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8224,1040,89,"A3600","IHN_LEVEL3_DESC","Carrier Not Arrived at Output Gate from Return Gate ISR 5013","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8225,1040,91,"A3600","ERROR_CODE_VALUE","5014","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8226,1040,91,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8227,1040,91,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8228,1040,91,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8229,1040,91,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8230,1040,91,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8231,1040,91,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8232,1040,91,"A3600","IHN_LEVEL3_DESC","Carrier Not Arrived at Output Gate from STAT Input Gate ISR 5014","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8233,1040,94,"A3600","ERROR_CODE_VALUE","5022","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8234,1040,94,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8235,1040,94,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8236,1040,94,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8237,1040,94,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8238,1040,94,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8239,1040,94,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8240,1040,94,"A3600","IHN_LEVEL3_DESC","Carrier Not Released on Track from Return Gate ISR 5022","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8241,1040,99,"A3600","ERROR_CODE_VALUE","5023","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8242,1040,99,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8243,1040,99,"A3600","ERROR_COUNT","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8244,1040,99,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8245,1040,99,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8246,1040,99,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8247,1040,99,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8248,1040,99,"A3600","IHN_LEVEL3_DESC","Carrier Not Released on Track from STAT Input Gate ISR 5023","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8249,1040,102,"A3600","ERROR_CODE_VALUE","5003","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8250,1040,102,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8251,1040,102,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8252,1040,102,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8253,1040,102,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8254,1040,102,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8255,1040,102,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8256,1040,102,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Barcode Reader Gate ISR 5003","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8257,1040,107,"A3600","ERROR_CODE_VALUE","5001","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8258,1040,107,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8259,1040,107,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8260,1040,107,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8261,1040,107,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8262,1040,107,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8263,1040,107,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8264,1040,107,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Divert Gate ISR 5001","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8265,1040,112,"A3600","ERROR_CODE_VALUE","5007","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8266,1040,112,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8267,1040,112,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8268,1040,112,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
6719,1002,10185,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day - 2 consecutive days","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6720,1002,10185,"APS","THRESHOLD_TYPE","CONSECUTIVE","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
8269,1040,112,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8270,1040,112,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8271,1040,112,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8272,1040,112,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Output Gate ISR 5007","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8273,1040,117,"A3600","ERROR_CODE_VALUE","5002","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8274,1040,117,"A3600","MODULE","ISM","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8275,1040,117,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8276,1040,117,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8277,1040,117,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8278,1040,117,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8279,1040,117,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8280,1040,117,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Prepare Gate ISR 5002","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8281,1040,121,"A3600","ERROR_CODE_VALUE","5009","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8282,1040,121,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8283,1040,121,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8284,1040,121,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8285,1040,121,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8286,1040,121,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8287,1040,121,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8288,1040,121,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Priority Input Gate ISR 5009","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8289,1040,125,"A3600","ERROR_CODE_VALUE","5006","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8290,1040,125,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8291,1040,125,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8292,1040,125,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8293,1040,125,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8294,1040,125,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8295,1040,125,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8296,1040,125,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Return Gate ISR 5006","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8297,1040,128,"A3600","ERROR_CODE_VALUE","5005","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8298,1040,128,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8299,1040,128,"A3600","ERROR_COUNT","1","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8300,1040,128,"A3600","THRESHOLD_DATA_DAYS","1","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8301,1040,128,"A3600","THRESHOLDS_DAYS","1","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8302,1040,128,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8303,1040,128,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8304,1040,128,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Routine Gate ISR 5005","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8305,1040,134,"A3600","ERROR_CODE_VALUE","5008","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8306,1040,134,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8307,1040,134,"A3600","ERROR_COUNT","5","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8308,1040,134,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8309,1040,134,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8310,1040,134,"CHART_CONFIG","THRESHOLD_DESCRIPTION","5/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8311,1040,134,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8312,1040,134,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from Routine Input Gate ISR 5008","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8313,1040,140,"A3600","ERROR_CODE_VALUE","5004","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8314,1040,140,"A3600","MODULE","ISR","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8315,1040,140,"A3600","ERROR_COUNT","1","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8316,1040,140,"A3600","THRESHOLD_DATA_DAYS","1","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8317,1040,140,"A3600","THRESHOLDS_DAYS","1","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8318,1040,140,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8319,1040,140,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8320,1040,140,"A3600","IHN_LEVEL3_DESC","Carrier Run Away from STAT Gate ISR 5004","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8321,1040,228,"A3600","ERROR_CODE_VALUE","8018","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8322,1040,228,"A3600","MODULE","IOM","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8323,1040,228,"A3600","ERROR_COUNT","10","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8324,1040,228,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8325,1040,228,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8326,1040,228,"CHART_CONFIG","THRESHOLD_DESCRIPTION","10/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8327,1040,228,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8328,1040,228,"A3600","IHN_LEVEL3_DESC","Carrier Run Away IOM 8018","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8329,1040,133,"A3600","ERROR_CODE_VALUE","0D1B","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8330,1040,133,"A3600","MODULE","ROM","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8331,1040,133,"A3600","ERROR_COUNT","10","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8332,1040,133,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8333,1040,133,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8334,1040,133,"CHART_CONFIG","THRESHOLD_DESCRIPTION","10/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8335,1040,133,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8336,1040,133,"A3600","IHN_LEVEL3_DESC","Carrier Runaway - Divert Gate ROM 0D1B","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8337,1040,98,"A3600","ERROR_CODE_VALUE","0B02","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8338,1040,98,"A3600","MODULE","RIM","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8339,1040,98,"A3600","ERROR_COUNT","10","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8340,1040,98,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8341,1040,98,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8342,1040,98,"CHART_CONFIG","THRESHOLD_DESCRIPTION","10/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8343,1040,98,"A3600","ALGORITHM_TYPE","ERROR_COUNT","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8344,1040,98,"A3600","IHN_LEVEL3_DESC","Carrier Runaway - Load Gate RIM 0B02","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8345,1040,104,"A3600","ERROR_CODE_VALUE","0BA6","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8346,1040,104,"A3600","MODULE","RIM","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8347,1040,104,"A3600","ERROR_COUNT","10","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8348,1040,104,"A3600","THRESHOLD_DATA_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8349,1040,104,"A3600","THRESHOLDS_DAYS","2","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
8350,1040,104,"CHART_CONFIG","THRESHOLD_DESCRIPTION","10/day for 2 consecutive days","N","SYS","1/13/2018 1:21:05.000000 PM","SYS","1/13/2018 1:21:05.000000 PM"
